model,item,id,graph_id,rung,gold,pred,correct,parsed_answer,parsed_graph,precision,recall,f1,n_reversed,n_spurious,n_missing,n_wrong_edges,exact_match,n_true
gpt-4.1-mini,81,1319,diamond,3,no,yes,0,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1-mini,82,16476,diamond,3,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,83,5385,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,84,15580,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,85,22963,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,86,27728,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,87,23386,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,88,10749,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,89,5131,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,90,26425,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,91,22472,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,92,23395,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,93,29075,diamondcut,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,94,22043,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,95,5098,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,96,23399,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,97,22036,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,98,29711,diamondcut,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,99,335,diamondcut,3,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,100,30274,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,101,28151,diamondcut,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,102,30854,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,103,9572,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,104,10752,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,105,23656,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,106,24056,frontdoor,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,107,21883,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,108,29338,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,109,8983,frontdoor,1,yes,yes,1,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1-mini,110,21454,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,111,25360,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,112,27111,frontdoor,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,113,4172,frontdoor,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,114,28881,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,115,19342,frontdoor,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,116,21443,frontdoor,2,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,117,27996,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,118,8962,frontdoor,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,119,4167,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,120,30785,frontdoor,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,121,30357,frontdoor,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,122,22284,frontdoor,3,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,123,4248,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,124,14560,frontdoor,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,125,20996,frontdoor,3,yes,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,126,4818,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,127,12481,mediation,1,yes,yes,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,0,3
gpt-4.1-mini,128,24034,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,129,29303,mediation,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,130,1340,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,131,26651,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,132,25303,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,133,1435,mediation,2,no,yes,0,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,0,3
gpt-4.1-mini,134,1349,mediation,2,no,yes,0,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,0,3
gpt-4.1-mini,135,99,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,136,12427,mediation,2,no,yes,0,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1-mini,137,1051,mediation,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,138,15321,mediation,2,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,139,7908,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,140,24446,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,141,29623,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,142,13418,mediation,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,143,12575,mediation,3,no,,0,0,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,144,30339,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,145,10460,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,146,29616,mediation,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,0,9441,IV,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1,1,9342,IV,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,2,18616,IV,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,3,9402,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,4,28935,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,5,12007,IV,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,6,18678,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,7,11979,IV,2,yes,no,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,8,23255,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,9,4741,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,10,9466,IV,2,yes,yes,1,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1,11,6674,IV,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,12,15098,IV,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,13,24102,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,14,20181,IV,3,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,15,30671,IV,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,16,20703,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,17,9728,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,18,20132,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,19,9799,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,20,10050,IV,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,21,2536,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,22,2937,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,23,29413,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,24,2359,arrowhead,1,no,no,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1,25,7733,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,26,4401,arrowhead,1,no,no,1,1,1,1.0,0.4,0.5714285714285715,0,0,3,3,0,5
gpt-4.1,27,18087,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,28,17600,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,29,4113,arrowhead,2,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,30,2482,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,31,28517,arrowhead,2,no,yes,0,1,1,0.6666666666666666,0.4,0.5,1,0,2,3,0,5
gpt-4.1,32,9160,arrowhead,2,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,33,28946,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,34,3249,arrowhead,2,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,35,28944,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1,36,7204,arrowhead,3,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,37,10213,arrowhead,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1,38,17532,arrowhead,3,yes,yes,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1,39,9086,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1,40,10276,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1,41,14776,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1,42,3775,confounding,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,43,25686,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,44,23549,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,45,14162,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,46,3981,confounding,1,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,47,14201,confounding,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,48,20887,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,49,18964,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,50,8546,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,51,13925,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,52,8717,confounding,2,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1,53,14295,confounding,2,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,54,3551,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,55,26112,confounding,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,56,18846,confounding,3,yes,,0,0,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,57,29894,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,58,20513,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,59,29750,confounding,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,60,10087,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,61,20539,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,62,20528,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,63,1284,diamond,1,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,64,1248,diamond,1,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,65,423,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,66,22431,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,67,638,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,68,24644,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,69,15607,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,70,28118,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,71,6028,diamond,2,yes,yes,1,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1,72,5408,diamond,2,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1,73,5264,diamond,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,74,26357,diamond,2,yes,no,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1,75,15751,diamond,2,no,no,1,1,0,0.0,0.0,0.0,0,0,4,4,0,4
gpt-4.1,76,26840,diamond,2,yes,no,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1,77,517,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,78,27693,diamond,3,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,79,490,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,80,24188,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,81,1319,diamond,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,82,16476,diamond,3,no,no,1,1,0,0.0,0.0,0.0,0,0,4,4,0,4
gpt-4.1,83,5385,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,84,15580,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,85,22963,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,86,27728,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,87,23386,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,88,10749,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,89,5131,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,90,26425,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,91,22472,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,92,23395,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,93,29075,diamondcut,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,94,22043,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,95,5098,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,96,23399,diamondcut,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,97,22036,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,98,29711,diamondcut,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,99,335,diamondcut,3,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,100,30274,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,101,28151,diamondcut,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,102,30854,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,103,9572,diamondcut,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,104,10752,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,105,23656,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,106,24056,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,107,21883,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,108,29338,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,109,8983,frontdoor,1,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,110,21454,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,111,25360,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,112,27111,frontdoor,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,113,4172,frontdoor,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,114,28881,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,115,19342,frontdoor,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,116,21443,frontdoor,2,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,117,27996,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,118,8962,frontdoor,2,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,119,4167,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,120,30785,frontdoor,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,121,30357,frontdoor,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,122,22284,frontdoor,3,no,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,123,4248,frontdoor,3,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1,124,14560,frontdoor,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,125,20996,frontdoor,3,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,126,4818,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,127,12481,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,128,24034,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,129,29303,mediation,1,no,yes,0,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,130,1340,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,131,26651,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,132,25303,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,133,1435,mediation,2,no,yes,0,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,0,3
gpt-4.1,134,1349,mediation,2,no,yes,0,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,0,3
gpt-4.1,135,99,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,136,12427,mediation,2,no,yes,0,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1,137,1051,mediation,2,yes,no,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,138,15321,mediation,2,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,139,7908,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,140,24446,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,141,29623,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,142,13418,mediation,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,143,12575,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,144,30339,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,145,10460,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,146,29616,mediation,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
