sample,item,id,lexicon,family,query_type,cond,k,estimand_unchanged,route,implied_answer,gold,gold_is_true_answer,n_scm,group,vs_ORACLE,vs_RAW
price400,337,14559,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,337,14559,PSEUDO,frontdoor,ett,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,337,14559,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,362,15339,KEEP,mediation,ate,DR_k1,1,True,backdoor,yes,yes,True,4,estimand kept,0.0,0.0
price400,362,15339,KEEP,mediation,ate,DR_k2,2,False,no path,no,yes,True,4,answer changed,-0.3333333333333333,-0.3333333333333333
price400,362,15339,KEEP,mediation,ate,DR_k3,3,False,no path,no,yes,True,4,answer changed,-0.3333333333333333,-0.3333333333333333
price400,362,15339,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,yes,yes,True,4,estimand kept,0.0,0.0
price400,362,15339,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,yes,True,4,answer changed,0.0,0.0
price400,362,15339,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,yes,True,4,answer changed,0.0,0.0
price400,368,7880,KEEP,mediation,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
price400,368,7880,KEEP,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,368,7880,KEEP,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
price400,368,7880,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.6666666666666666
price400,368,7880,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
price400,368,7880,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-0.3333333333333333
price400,369,7,KEEP,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,369,7,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,369,7,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,369,7,PSEUDO,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,369,7,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,369,7,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,370,10513,KEEP,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,370,10513,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,370,10513,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,370,10513,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,370,10513,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,370,10513,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,371,17339,KEEP,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
price400,371,17339,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
price400,371,17339,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
price400,371,17339,PSEUDO,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,-0.3333333333333333
price400,371,17339,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,-0.3333333333333333
price400,371,17339,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,0.0
price400,374,13406,KEEP,mediation,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
price400,374,13406,KEEP,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,374,13406,KEEP,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
price400,374,13406,PSEUDO,mediation,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.6666666666666666
price400,374,13406,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
price400,374,13406,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
price400,375,7069,KEEP,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,375,7069,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,375,7069,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,375,7069,PSEUDO,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-1.0
price400,375,7069,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",1.0,0.0
price400,375,7069,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,-0.3333333333333333
price400,376,17220,KEEP,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,376,17220,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,376,17220,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,376,17220,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.3333333333333333,0.0
price400,376,17220,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
price400,376,17220,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
price400,378,2164,KEEP,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,378,2164,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,378,2164,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,378,2164,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,378,2164,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,378,2164,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,381,11409,KEEP,mediation,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.3333333333333333
price400,381,11409,KEEP,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.6666666666666666
price400,381,11409,KEEP,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.6666666666666666
price400,381,11409,PSEUDO,mediation,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
price400,381,11409,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,381,11409,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,382,13438,KEEP,mediation,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
price400,382,13438,KEEP,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
price400,382,13438,KEEP,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
price400,382,13438,PSEUDO,mediation,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
price400,382,13438,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,382,13438,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
price400,387,17411,KEEP,mediation,ett,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
price400,387,17411,KEEP,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,387,17411,KEEP,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,387,17411,PSEUDO,mediation,ett,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
price400,387,17411,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,387,17411,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,393,16497,KEEP,mediation,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.6666666666666666
price400,393,16497,KEEP,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,1.0
price400,393,16497,KEEP,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,0.0
price400,393,16497,PSEUDO,mediation,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.3333333333333333,0.3333333333333333
price400,393,16497,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
price400,393,16497,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
price400,396,18150,KEEP,mediation,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
price400,396,18150,KEEP,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,396,18150,KEEP,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
price400,396,18150,PSEUDO,mediation,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
price400,396,18150,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
price400,396,18150,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,20,8239,KEEP,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
n600,20,8239,KEEP,IV,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
n600,20,8239,KEEP,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
n600,20,8239,PSEUDO,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,20,8239,PSEUDO,IV,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,20,8239,PSEUDO,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.6666666666666666
n600,21,19806,KEEP,IV,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,21,19806,KEEP,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,21,19806,KEEP,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,21,19806,PSEUDO,IV,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,21,19806,PSEUDO,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,21,19806,PSEUDO,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,23,16818,KEEP,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,23,16818,KEEP,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,23,16818,KEEP,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,23,16818,PSEUDO,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,23,16818,PSEUDO,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,23,16818,PSEUDO,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,24,19796,KEEP,IV,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.5
n600,24,19796,KEEP,IV,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.5
n600,24,19796,KEEP,IV,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
n600,24,19796,PSEUDO,IV,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
n600,24,19796,PSEUDO,IV,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
n600,24,19796,PSEUDO,IV,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-0.3333333333333333
n600,26,6588,KEEP,IV,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,26,6588,KEEP,IV,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.5,0.0
n600,26,6588,KEEP,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,26,6588,PSEUDO,IV,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,26,6588,PSEUDO,IV,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-1.0,0.0
n600,26,6588,PSEUDO,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.6666666666666666
n600,29,1591,KEEP,IV,ate,DR_k1,1,False,unidentified,unidentified,no,True,2,unidentified under the shown graph,0.0,0.0
n600,29,1591,KEEP,IV,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,29,1591,KEEP,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,29,1591,PSEUDO,IV,ate,DR_k1,1,False,unidentified,unidentified,no,True,2,unidentified under the shown graph,0.0,0.0
n600,29,1591,PSEUDO,IV,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,29,1591,PSEUDO,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,32,15108,KEEP,IV,ate,DR_k1,1,False,unidentified,unidentified,no,True,2,unidentified under the shown graph,0.0,-0.3333333333333333
n600,32,15108,KEEP,IV,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.5,0.0
n600,32,15108,KEEP,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-0.5
n600,32,15108,PSEUDO,IV,ate,DR_k1,1,False,unidentified,unidentified,no,True,2,unidentified under the shown graph,0.3333333333333333,-0.3333333333333333
n600,32,15108,PSEUDO,IV,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,0.0
n600,32,15108,PSEUDO,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,0.0
n600,33,18628,KEEP,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
n600,33,18628,KEEP,IV,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
n600,33,18628,KEEP,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",1.0,0.6666666666666666
n600,33,18628,PSEUDO,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,33,18628,PSEUDO,IV,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,33,18628,PSEUDO,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,34,17061,KEEP,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-1.0,-0.3333333333333333
n600,34,17061,KEEP,IV,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.5,0.0
n600,34,17061,KEEP,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
n600,34,17061,PSEUDO,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
n600,34,17061,PSEUDO,IV,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-1.0,0.0
n600,34,17061,PSEUDO,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
n600,35,15152,KEEP,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
n600,35,15152,KEEP,IV,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
n600,35,15152,KEEP,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
n600,35,15152,PSEUDO,IV,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,35,15152,PSEUDO,IV,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,35,15152,PSEUDO,IV,ate,DR_k3,3,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,37,3443,KEEP,IV,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,37,3443,KEEP,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,37,3443,KEEP,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,37,3443,PSEUDO,IV,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,37,3443,PSEUDO,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,37,3443,PSEUDO,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,39,1668,KEEP,IV,ate,DR_k1,1,False,unidentified,unidentified,no,True,2,unidentified under the shown graph,0.0,0.0
n600,39,1668,KEEP,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
n600,39,1668,KEEP,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.5,0.0
n600,39,1668,PSEUDO,IV,ate,DR_k1,1,False,unidentified,unidentified,no,True,2,unidentified under the shown graph,0.0,0.0
n600,39,1668,PSEUDO,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,39,1668,PSEUDO,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,81,13538,KEEP,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,81,13538,KEEP,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,81,13538,KEEP,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,81,13538,PSEUDO,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,-1.0
n600,81,13538,PSEUDO,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-1.0
n600,81,13538,PSEUDO,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-1.0
n600,82,9160,KEEP,arrowhead,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,82,9160,KEEP,arrowhead,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,82,9160,KEEP,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,82,9160,PSEUDO,arrowhead,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,82,9160,PSEUDO,arrowhead,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,82,9160,PSEUDO,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,83,2848,KEEP,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,83,2848,KEEP,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,83,2848,KEEP,arrowhead,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,83,2848,PSEUDO,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,83,2848,PSEUDO,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,83,2848,PSEUDO,arrowhead,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,84,7592,KEEP,arrowhead,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.3333333333333333,0.0
n600,84,7592,KEEP,arrowhead,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.6666666666666666
n600,84,7592,KEEP,arrowhead,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.6666666666666666
n600,84,7592,PSEUDO,arrowhead,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
n600,84,7592,PSEUDO,arrowhead,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,84,7592,PSEUDO,arrowhead,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
n600,87,13650,KEEP,arrowhead,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,87,13650,KEEP,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,87,13650,KEEP,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,87,13650,PSEUDO,arrowhead,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,-0.6666666666666666
n600,87,13650,PSEUDO,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-1.0
n600,87,13650,PSEUDO,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-1.0
n600,88,2574,KEEP,arrowhead,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
n600,88,2574,KEEP,arrowhead,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
n600,88,2574,KEEP,arrowhead,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,88,2574,PSEUDO,arrowhead,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
n600,88,2574,PSEUDO,arrowhead,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.6666666666666666
n600,88,2574,PSEUDO,arrowhead,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-0.3333333333333333
n600,89,2323,KEEP,arrowhead,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
n600,89,2323,KEEP,arrowhead,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,89,2323,KEEP,arrowhead,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,89,2323,PSEUDO,arrowhead,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,1.0
n600,89,2323,PSEUDO,arrowhead,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-1.0,0.0
n600,89,2323,PSEUDO,arrowhead,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
n600,90,8091,KEEP,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,90,8091,KEEP,arrowhead,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,90,8091,KEEP,arrowhead,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,90,8091,PSEUDO,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,-0.3333333333333333,-0.3333333333333333
n600,90,8091,PSEUDO,arrowhead,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,90,8091,PSEUDO,arrowhead,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,92,19581,KEEP,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,92,19581,KEEP,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,92,19581,KEEP,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,92,19581,PSEUDO,arrowhead,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,-0.6666666666666666
n600,92,19581,PSEUDO,arrowhead,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-1.0
n600,92,19581,PSEUDO,arrowhead,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-1.0
n600,95,7208,KEEP,arrowhead,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
