item,lexicon,family,query_type,cond,arm,k,estimand_unchanged,touches_causal_path,strict_unchanged,unchanged_qt
52,KEEP,IV,det-counterfactual,FE_k1,FE,1,False,False,False,False
52,KEEP,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
52,PSEUDO,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
52,PSEUDO,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
52,PSEUDO,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
52,PSEUDO,IV,det-counterfactual,ED_k1,ED,1,False,False,False,False
52,PSEUDO,IV,det-counterfactual,ED_k2,ED,2,False,False,False,False
52,PSEUDO,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
52,PSEUDO,IV,det-counterfactual,FE_k1,FE,1,False,False,False,False
52,PSEUDO,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
53,KEEP,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
53,KEEP,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
53,KEEP,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
53,KEEP,IV,det-counterfactual,ED_k1,ED,1,True,False,True,True
53,KEEP,IV,det-counterfactual,ED_k2,ED,2,False,False,False,False
53,KEEP,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
53,KEEP,IV,det-counterfactual,FE_k1,FE,1,True,False,True,True
53,KEEP,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
53,PSEUDO,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
53,PSEUDO,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
53,PSEUDO,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
53,PSEUDO,IV,det-counterfactual,ED_k1,ED,1,True,False,True,True
53,PSEUDO,IV,det-counterfactual,ED_k2,ED,2,False,False,False,False
53,PSEUDO,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
53,PSEUDO,IV,det-counterfactual,FE_k1,FE,1,True,False,True,True
53,PSEUDO,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
54,KEEP,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
54,KEEP,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
54,KEEP,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
54,KEEP,IV,det-counterfactual,ED_k1,ED,1,False,True,False,False
54,KEEP,IV,det-counterfactual,ED_k2,ED,2,False,False,False,False
54,KEEP,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
54,KEEP,IV,det-counterfactual,FE_k1,FE,1,False,False,False,False
54,KEEP,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
54,PSEUDO,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
54,PSEUDO,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
54,PSEUDO,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
54,PSEUDO,IV,det-counterfactual,ED_k1,ED,1,False,True,False,False
54,PSEUDO,IV,det-counterfactual,ED_k2,ED,2,False,False,False,False
54,PSEUDO,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
54,PSEUDO,IV,det-counterfactual,FE_k1,FE,1,False,False,False,False
54,PSEUDO,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
55,KEEP,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
55,KEEP,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
55,KEEP,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
55,KEEP,IV,det-counterfactual,ED_k1,ED,1,False,False,False,False
55,KEEP,IV,det-counterfactual,ED_k2,ED,2,False,False,False,False
55,KEEP,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
55,KEEP,IV,det-counterfactual,FE_k1,FE,1,False,False,False,False
55,KEEP,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
55,PSEUDO,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
55,PSEUDO,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
55,PSEUDO,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
55,PSEUDO,IV,det-counterfactual,ED_k1,ED,1,False,False,False,False
55,PSEUDO,IV,det-counterfactual,ED_k2,ED,2,False,False,False,False
55,PSEUDO,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
55,PSEUDO,IV,det-counterfactual,FE_k1,FE,1,True,False,True,True
55,PSEUDO,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
56,KEEP,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
56,KEEP,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
56,KEEP,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
56,KEEP,IV,det-counterfactual,ED_k1,ED,1,False,True,False,False
56,KEEP,IV,det-counterfactual,ED_k2,ED,2,False,True,False,False
56,KEEP,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
56,KEEP,IV,det-counterfactual,FE_k1,FE,1,False,False,False,False
56,KEEP,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
56,PSEUDO,IV,det-counterfactual,DR_k1,DR,1,False,True,False,False
56,PSEUDO,IV,det-counterfactual,DR_k2,DR,2,False,True,False,False
56,PSEUDO,IV,det-counterfactual,DR_k3,DR,3,False,True,False,False
56,PSEUDO,IV,det-counterfactual,ED_k1,ED,1,False,True,False,False
56,PSEUDO,IV,det-counterfactual,ED_k2,ED,2,False,True,False,False
56,PSEUDO,IV,det-counterfactual,ED_k3,ED,3,False,True,False,False
56,PSEUDO,IV,det-counterfactual,FE_k1,FE,1,True,False,True,True
56,PSEUDO,IV,det-counterfactual,FE_k2,FE,2,False,False,False,False
57,KEEP,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
57,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
57,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
57,KEEP,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
57,KEEP,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
57,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
57,KEEP,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
57,PSEUDO,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
57,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
57,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
57,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
57,PSEUDO,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
57,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
57,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
58,KEEP,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
58,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
58,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
58,KEEP,arrowhead,correlation,ED_k1,ED,1,True,True,False,True
58,KEEP,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
58,KEEP,arrowhead,correlation,ED_k3,ED,3,True,True,False,True
58,KEEP,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
58,PSEUDO,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
58,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
58,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
58,PSEUDO,arrowhead,correlation,ED_k1,ED,1,True,True,False,True
58,PSEUDO,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
58,PSEUDO,arrowhead,correlation,ED_k3,ED,3,True,True,False,True
58,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
59,KEEP,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
59,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
59,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
59,KEEP,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
59,KEEP,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
59,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
59,KEEP,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
59,PSEUDO,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
59,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
59,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
59,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
59,PSEUDO,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
59,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
59,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
60,KEEP,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
60,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
60,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
60,KEEP,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
60,KEEP,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
60,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
60,KEEP,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
60,PSEUDO,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
60,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
60,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
60,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
60,PSEUDO,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
60,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
60,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
61,KEEP,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
61,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
61,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
61,KEEP,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
61,KEEP,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
61,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
61,KEEP,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
61,PSEUDO,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
61,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
61,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
61,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
61,PSEUDO,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
61,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
61,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
62,KEEP,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
62,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
62,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
62,KEEP,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
62,KEEP,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
62,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
62,KEEP,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
62,PSEUDO,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
62,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
62,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
62,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
62,PSEUDO,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
62,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
62,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
63,KEEP,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
63,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
63,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
63,KEEP,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
63,KEEP,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
63,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
63,KEEP,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
63,PSEUDO,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
63,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
63,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
63,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
63,PSEUDO,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
63,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
63,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
64,KEEP,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
64,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
64,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
64,KEEP,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
64,KEEP,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
64,KEEP,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
64,KEEP,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
64,PSEUDO,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
64,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
64,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
64,PSEUDO,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
64,PSEUDO,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
64,PSEUDO,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
64,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
65,KEEP,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
65,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
65,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
65,KEEP,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
65,KEEP,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
65,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
65,KEEP,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
65,PSEUDO,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
65,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
65,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
65,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
65,PSEUDO,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
65,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
65,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
66,KEEP,arrowhead,correlation,DR_k1,DR,1,True,True,False,True
66,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
66,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
66,KEEP,arrowhead,correlation,ED_k1,ED,1,True,True,False,True
66,KEEP,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
66,KEEP,arrowhead,correlation,ED_k3,ED,3,True,True,False,True
66,KEEP,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
66,PSEUDO,arrowhead,correlation,DR_k1,DR,1,True,True,False,True
66,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
66,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
66,PSEUDO,arrowhead,correlation,ED_k1,ED,1,True,True,False,True
66,PSEUDO,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
66,PSEUDO,arrowhead,correlation,ED_k3,ED,3,True,True,False,True
66,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
67,KEEP,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
67,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
67,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
67,KEEP,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
67,KEEP,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
67,KEEP,arrowhead,marginal,ED_k3,ED,3,True,True,False,True
67,KEEP,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
67,PSEUDO,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
67,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
67,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
67,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
67,PSEUDO,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
67,PSEUDO,arrowhead,marginal,ED_k3,ED,3,True,True,False,True
67,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
68,KEEP,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
68,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
68,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
68,KEEP,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
68,KEEP,arrowhead,correlation,ED_k2,ED,2,True,False,True,True
68,KEEP,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
68,KEEP,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
68,PSEUDO,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
68,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
68,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
68,PSEUDO,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
68,PSEUDO,arrowhead,correlation,ED_k2,ED,2,True,False,True,True
68,PSEUDO,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
68,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
69,KEEP,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
69,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
69,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
69,KEEP,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
69,KEEP,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
69,KEEP,arrowhead,marginal,ED_k3,ED,3,True,True,False,True
69,KEEP,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
69,PSEUDO,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
69,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
69,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
69,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
69,PSEUDO,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
69,PSEUDO,arrowhead,marginal,ED_k3,ED,3,True,True,False,True
69,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
70,KEEP,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
70,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
70,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
70,KEEP,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
70,KEEP,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
70,KEEP,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
70,KEEP,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
70,PSEUDO,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
70,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
70,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
70,PSEUDO,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
70,PSEUDO,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
70,PSEUDO,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
70,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
71,KEEP,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
71,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
71,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
71,KEEP,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
71,KEEP,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
71,KEEP,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
71,KEEP,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
71,PSEUDO,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
71,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
71,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
71,PSEUDO,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
71,PSEUDO,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
71,PSEUDO,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
71,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
72,KEEP,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
72,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
72,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
72,KEEP,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
72,KEEP,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
72,KEEP,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
72,KEEP,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
72,PSEUDO,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
72,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
72,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
72,PSEUDO,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
72,PSEUDO,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
72,PSEUDO,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
72,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
73,KEEP,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
73,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
73,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
73,KEEP,arrowhead,marginal,ED_k1,ED,1,False,True,False,False
73,KEEP,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
73,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
73,KEEP,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
73,PSEUDO,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
73,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
73,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
73,PSEUDO,arrowhead,marginal,ED_k1,ED,1,False,True,False,False
73,PSEUDO,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
73,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
73,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
74,KEEP,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
74,KEEP,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
74,KEEP,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
74,KEEP,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
74,KEEP,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
74,KEEP,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
74,KEEP,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
74,PSEUDO,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
74,PSEUDO,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
74,PSEUDO,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
74,PSEUDO,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
74,PSEUDO,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
74,PSEUDO,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
74,PSEUDO,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
75,KEEP,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
75,KEEP,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
75,KEEP,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
75,KEEP,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
75,KEEP,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
75,KEEP,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
75,KEEP,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
75,PSEUDO,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
75,PSEUDO,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
75,PSEUDO,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
75,PSEUDO,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
75,PSEUDO,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
75,PSEUDO,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
75,PSEUDO,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
76,KEEP,arrowhead,backadj,DR_k1,DR,1,True,True,False,True
76,KEEP,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
76,KEEP,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
76,KEEP,arrowhead,backadj,ED_k1,ED,1,False,True,False,False
76,KEEP,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
76,KEEP,arrowhead,backadj,ED_k3,ED,3,True,True,False,True
76,KEEP,arrowhead,backadj,FE_k1,FE,1,False,True,False,False
76,PSEUDO,arrowhead,backadj,DR_k1,DR,1,True,True,False,True
76,PSEUDO,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
76,PSEUDO,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
76,PSEUDO,arrowhead,backadj,ED_k1,ED,1,False,True,False,False
76,PSEUDO,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
76,PSEUDO,arrowhead,backadj,ED_k3,ED,3,True,True,False,True
76,PSEUDO,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
77,KEEP,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
77,KEEP,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
77,KEEP,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
77,KEEP,arrowhead,backadj,ED_k1,ED,1,True,True,False,True
77,KEEP,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
77,KEEP,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
77,KEEP,arrowhead,backadj,FE_k1,FE,1,False,True,False,False
77,PSEUDO,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
77,PSEUDO,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
77,PSEUDO,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
77,PSEUDO,arrowhead,backadj,ED_k1,ED,1,True,True,False,True
77,PSEUDO,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
77,PSEUDO,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
77,PSEUDO,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
78,KEEP,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
78,KEEP,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
78,KEEP,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
78,KEEP,arrowhead,backadj,ED_k1,ED,1,False,True,False,False
78,KEEP,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
78,KEEP,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
