model,lexicon,cond,item,id,old_pred,new_pred,old_correct,new_correct
gpt-4.1-mini,KEEP,RAW,29,1591,no,no,1,1
gpt-4.1-mini,KEEP,RAW,32,15108,no,no,1,1
gpt-4.1-mini,KEEP,RAW,33,18628,no,no,0,0
gpt-4.1-mini,KEEP,RAW,34,17061,no,no,0,0
gpt-4.1-mini,KEEP,RAW,35,15152,no,no,0,0
gpt-4.1-mini,KEEP,RAW,37,3443,no,no,1,1
gpt-4.1-mini,KEEP,RAW,38,9730,no,no,1,1
gpt-4.1-mini,KEEP,RAW,39,9754,no,no,1,1
gpt-4.1-mini,KEEP,RAW,40,20200,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,41,9719,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,42,10021,no,no,1,1
gpt-4.1-mini,KEEP,RAW,43,9798,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,44,10379,no,no,1,1
gpt-4.1-mini,KEEP,RAW,45,10366,no,no,1,1
gpt-4.1-mini,KEEP,RAW,46,9799,no,no,1,1
gpt-4.1-mini,KEEP,RAW,47,9728,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,48,20193,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,49,10313,no,no,1,1
gpt-4.1-mini,KEEP,RAW,50,20727,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,51,20195,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,52,9789,no,no,1,1
gpt-4.1-mini,KEEP,RAW,53,20175,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,54,9795,no,no,1,1
gpt-4.1-mini,KEEP,RAW,55,10041,no,no,1,1
gpt-4.1-mini,KEEP,RAW,56,10355,no,no,1,1
gpt-4.1-mini,KEEP,RAW,80,13538,no,no,1,1
gpt-4.1-mini,KEEP,RAW,81,9160,no,no,1,1
gpt-4.1-mini,KEEP,RAW,82,2848,no,no,1,1
gpt-4.1-mini,KEEP,RAW,83,7592,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,86,13650,no,no,1,1
gpt-4.1-mini,KEEP,RAW,87,2574,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,88,2323,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,89,8091,no,no,1,1
gpt-4.1-mini,KEEP,RAW,91,19581,no,no,1,1
gpt-4.1-mini,KEEP,RAW,94,7208,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,95,14791,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,96,14419,no,no,1,1
gpt-4.1-mini,KEEP,RAW,97,7102,,,0,0
gpt-4.1-mini,KEEP,RAW,98,18048,no,no,0,0
gpt-4.1-mini,KEEP,RAW,99,4365,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,100,3245,no,no,1,1
gpt-4.1-mini,KEEP,RAW,101,20288,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,102,20269,no,no,1,1
gpt-4.1-mini,KEEP,RAW,103,13224,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,104,9178,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,105,13526,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,106,2480,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,107,17732,no,no,1,1
gpt-4.1-mini,KEEP,RAW,108,2437,,,0,0
gpt-4.1-mini,KEEP,RAW,109,14506,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,110,3206,no,no,1,1
gpt-4.1-mini,KEEP,RAW,111,12722,no,,0,0
gpt-4.1-mini,KEEP,RAW,112,4093,,,0,0
gpt-4.1-mini,KEEP,RAW,113,14729,no,no,1,1
gpt-4.1-mini,KEEP,RAW,133,19043,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,135,8698,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,139,8572,no,no,1,1
gpt-4.1-mini,KEEP,RAW,142,3789,no,no,1,1
gpt-4.1-mini,KEEP,RAW,143,8542,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,145,8355,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,150,8686,no,no,1,1
gpt-4.1-mini,KEEP,RAW,151,14281,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,152,14393,no,no,0,0
gpt-4.1-mini,KEEP,RAW,153,20516,no,no,1,1
gpt-4.1-mini,KEEP,RAW,154,3621,no,no,1,1
gpt-4.1-mini,KEEP,RAW,155,19014,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,156,10064,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,157,10108,no,no,1,1
gpt-4.1-mini,KEEP,RAW,158,18847,no,no,1,1
gpt-4.1-mini,KEEP,RAW,159,8323,no,no,1,1
gpt-4.1-mini,KEEP,RAW,160,3569,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,161,10183,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,162,3766,no,no,1,1
gpt-4.1-mini,KEEP,RAW,163,8688,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,164,10149,no,no,0,0
gpt-4.1-mini,KEEP,RAW,165,8424,yes,no,0,1
gpt-4.1-mini,KEEP,RAW,166,20458,yes,no,1,0
gpt-4.1-mini,KEEP,RAW,167,10130,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,168,20519,no,no,1,1
gpt-4.1-mini,KEEP,RAW,169,18799,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,170,19117,no,yes,0,1
gpt-4.1-mini,KEEP,RAW,192,15841,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,194,10797,no,no,1,1
gpt-4.1-mini,KEEP,RAW,195,15595,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,196,15596,no,no,1,1
gpt-4.1-mini,KEEP,RAW,197,16459,no,no,1,1
gpt-4.1-mini,KEEP,RAW,200,1215,no,no,0,0
gpt-4.1-mini,KEEP,RAW,201,16381,no,no,1,1
gpt-4.1-mini,KEEP,RAW,202,6046,no,no,0,0
gpt-4.1-mini,KEEP,RAW,203,1244,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,204,5204,no,no,1,1
gpt-4.1-mini,KEEP,RAW,209,6020,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,210,5400,no,no,1,1
gpt-4.1-mini,KEEP,RAW,211,16376,no,no,0,0
gpt-4.1-mini,KEEP,RAW,212,5978,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,213,5247,no,no,1,1
gpt-4.1-mini,KEEP,RAW,214,19987,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,215,1194,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,216,642,no,no,1,1
gpt-4.1-mini,KEEP,RAW,217,20009,no,no,1,1
gpt-4.1-mini,KEEP,RAW,218,15822,no,no,1,1
gpt-4.1-mini,KEEP,RAW,219,10825,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,220,11650,no,no,1,1
gpt-4.1-mini,KEEP,RAW,221,16370,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,222,11008,no,no,1,1
gpt-4.1-mini,KEEP,RAW,223,593,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,224,20002,no,no,1,1
gpt-4.1-mini,KEEP,RAW,225,19990,no,no,1,1
gpt-4.1-mini,KEEP,RAW,226,10992,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,227,16444,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,247,10713,no,no,1,1
gpt-4.1-mini,KEEP,RAW,249,15505,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,254,15545,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,256,15509,,yes,0,1
gpt-4.1-mini,KEEP,RAW,257,15521,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,262,15562,no,no,1,1
gpt-4.1-mini,KEEP,RAW,266,5173,no,yes,0,1
gpt-4.1-mini,KEEP,RAW,267,19955,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,268,9563,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,269,308,no,yes,1,0
gpt-4.1-mini,KEEP,RAW,270,19969,no,no,1,1
gpt-4.1-mini,KEEP,RAW,271,9579,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,272,5114,no,no,0,0
gpt-4.1-mini,KEEP,RAW,273,364,no,yes,0,1
gpt-4.1-mini,KEEP,RAW,274,10693,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,275,19951,no,no,1,1
gpt-4.1-mini,KEEP,RAW,276,10756,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,277,15553,no,no,0,0
gpt-4.1-mini,KEEP,RAW,278,15530,,no,0,0
gpt-4.1-mini,KEEP,RAW,279,19960,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,280,351,no,no,0,0
gpt-4.1-mini,KEEP,RAW,281,15565,no,,0,0
gpt-4.1-mini,KEEP,RAW,282,10747,no,,1,0
gpt-4.1-mini,KEEP,RAW,283,346,no,yes,0,1
gpt-4.1-mini,KEEP,RAW,284,19953,no,no,1,1
gpt-4.1-mini,KEEP,RAW,304,8976,no,no,1,1
gpt-4.1-mini,KEEP,RAW,305,4302,no,no,1,1
gpt-4.1-mini,KEEP,RAW,311,14676,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,312,4247,no,no,1,1
gpt-4.1-mini,KEEP,RAW,313,8984,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,314,19415,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,315,8952,no,no,1,1
gpt-4.1-mini,KEEP,RAW,316,19384,no,no,1,1
gpt-4.1-mini,KEEP,RAW,318,8933,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,319,14645,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,321,9023,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,322,4178,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,323,10244,no,no,1,1
gpt-4.1-mini,KEEP,RAW,324,10250,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,325,8991,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,326,4255,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,327,4275,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,328,20639,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,329,10230,no,no,1,1
gpt-4.1-mini,KEEP,RAW,330,9035,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,331,10242,no,no,1,1
gpt-4.1-mini,KEEP,RAW,332,19432,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,333,19408,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,334,14593,no,no,1,1
gpt-4.1-mini,KEEP,RAW,335,19407,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,336,10220,no,no,1,1
gpt-4.1-mini,KEEP,RAW,337,14559,no,no,1,1
gpt-4.1-mini,KEEP,RAW,338,20624,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,339,4227,no,no,1,1
gpt-4.1-mini,KEEP,RAW,340,8968,yes,no,0,1
gpt-4.1-mini,KEEP,RAW,341,4304,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,362,15339,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,368,7880,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,369,7,no,no,1,1
gpt-4.1-mini,KEEP,RAW,370,10513,no,no,1,1
gpt-4.1-mini,KEEP,RAW,371,17339,no,no,1,1
gpt-4.1-mini,KEEP,RAW,374,13406,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,375,7069,no,no,1,1
gpt-4.1-mini,KEEP,RAW,376,17220,no,no,1,1
gpt-4.1-mini,KEEP,RAW,378,2164,no,no,1,1
gpt-4.1-mini,KEEP,RAW,380,17408,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,381,11409,yes,no,0,1
gpt-4.1-mini,KEEP,RAW,382,13438,no,no,1,1
gpt-4.1-mini,KEEP,RAW,383,12575,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,384,17434,yes,no,0,1
gpt-4.1-mini,KEEP,RAW,385,10462,no,no,1,1
gpt-4.1-mini,KEEP,RAW,386,12469,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,387,17411,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,388,10515,no,no,1,1
gpt-4.1-mini,KEEP,RAW,389,9831,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,390,20226,no,no,1,1
gpt-4.1-mini,KEEP,RAW,391,20243,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,392,16615,no,no,1,1
gpt-4.1-mini,KEEP,RAW,393,16497,yes,yes,0,0
gpt-4.1-mini,KEEP,RAW,394,19924,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,395,3095,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,396,18150,yes,yes,1,1
gpt-4.1-mini,KEEP,RAW,397,11439,no,no,1,1
gpt-4.1-mini,KEEP,RAW,398,1147,no,,1,0
gpt-4.1-mini,PSEUDO,RAW,20,8239,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,21,19806,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,23,16818,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,24,19796,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,26,6588,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,29,1591,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,32,15108,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,33,18628,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,34,17061,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,35,15152,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,37,3443,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,38,9730,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,39,9754,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,40,20200,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,41,9719,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,42,10021,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,43,9798,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,44,10379,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,45,10366,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,46,9799,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,47,9728,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,48,20193,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,49,10313,no,yes,1,0
gpt-4.1-mini,PSEUDO,RAW,50,20727,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,51,20195,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,52,9789,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,53,20175,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,54,9795,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,55,10041,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,56,10355,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,80,13538,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,81,9160,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,82,2848,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,83,7592,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,86,13650,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,87,2574,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,88,2323,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,89,8091,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,91,19581,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,94,7208,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,95,14791,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,96,14419,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,97,7102,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,98,18048,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,99,4365,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,100,3245,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,101,20288,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,102,20269,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,103,13224,,,0,0
gpt-4.1-mini,PSEUDO,RAW,104,9178,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,105,13526,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,106,2480,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,107,17732,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,108,2437,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,109,14506,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,110,3206,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,111,12722,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,112,4093,,no,0,1
gpt-4.1-mini,PSEUDO,RAW,113,14729,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,133,19043,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,135,8698,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,139,8572,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,142,3789,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,143,8542,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,145,8355,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,150,8686,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,151,14281,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,152,14393,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,153,20516,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,154,3621,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,155,19014,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,156,10064,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,157,10108,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,158,18847,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,159,8323,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,160,3569,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,161,10183,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,162,3766,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,163,8688,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,164,10149,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,165,8424,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,166,20458,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,167,10130,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,168,20519,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,169,18799,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,170,19117,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,192,15841,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,194,10797,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,195,15595,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,196,15596,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,197,16459,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,200,1215,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,201,16381,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,202,6046,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,203,1244,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,204,5204,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,209,6020,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,210,5400,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,211,16376,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,212,5978,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,213,5247,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,214,19987,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,215,1194,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,216,642,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,217,20009,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,218,15822,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,219,10825,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,220,11650,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,221,16370,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,222,11008,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,223,593,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,224,20002,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,225,19990,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,226,10992,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,227,16444,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,247,10713,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,249,15505,no,yes,0,1
gpt-4.1-mini,PSEUDO,RAW,254,15545,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,256,15509,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,257,15521,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,262,15562,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,266,5173,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,267,19955,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,268,9563,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,269,308,yes,no,0,1
gpt-4.1-mini,PSEUDO,RAW,270,19969,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,271,9579,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,272,5114,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,273,364,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,274,10693,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,275,19951,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,276,10756,yes,no,1,0
gpt-4.1-mini,PSEUDO,RAW,277,15553,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,278,15530,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,279,19960,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,280,351,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,281,15565,,no,0,0
gpt-4.1-mini,PSEUDO,RAW,282,10747,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,283,346,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,284,19953,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,304,8976,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,305,4302,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,311,14676,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,312,4247,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,313,8984,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,314,19415,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,315,8952,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,316,19384,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,318,8933,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,319,14645,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,321,9023,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,322,4178,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,323,10244,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,324,10250,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,325,8991,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,326,4255,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,327,4275,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,328,20639,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,329,10230,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,330,9035,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,331,10242,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,332,19432,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,333,19408,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,334,14593,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,335,19407,no,yes,0,1
gpt-4.1-mini,PSEUDO,RAW,336,10220,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,337,14559,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,338,20624,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,339,4227,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,340,8968,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,341,4304,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,362,15339,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,368,7880,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,369,7,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,370,10513,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,371,17339,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,374,13406,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,375,7069,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,376,17220,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,378,2164,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,380,17408,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,381,11409,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,382,13438,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,383,12575,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,384,17434,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,385,10462,yes,yes,0,0
gpt-4.1-mini,PSEUDO,RAW,386,12469,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,387,17411,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,388,10515,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,389,9831,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,390,20226,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,391,20243,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,392,16615,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,393,16497,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,394,19924,no,yes,0,1
gpt-4.1-mini,PSEUDO,RAW,395,3095,no,no,0,0
gpt-4.1-mini,PSEUDO,RAW,396,18150,yes,yes,1,1
gpt-4.1-mini,PSEUDO,RAW,397,11439,no,no,1,1
gpt-4.1-mini,PSEUDO,RAW,398,1147,no,no,1,1
gpt-4.1,KEEP,RAW,20,8239,yes,no,1,0
gpt-4.1,KEEP,RAW,21,19806,no,no,1,1
gpt-4.1,KEEP,RAW,23,16818,no,no,1,1
gpt-4.1,KEEP,RAW,24,19796,no,yes,0,1
gpt-4.1,KEEP,RAW,26,6588,yes,yes,1,1
gpt-4.1,KEEP,RAW,29,1591,no,no,1,1
gpt-4.1,KEEP,RAW,32,15108,no,no,1,1
gpt-4.1,KEEP,RAW,33,18628,yes,no,1,0
gpt-4.1,KEEP,RAW,34,17061,yes,yes,1,1
gpt-4.1,KEEP,RAW,35,15152,no,no,0,0
gpt-4.1,KEEP,RAW,37,3443,no,,1,0
