item,story,cond,lexicon,gold,n_nodes,has_data,path,model,pred,parsed,correct,in_tok,out_tok,error
840,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,274,614,
840,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,226,380,
841,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,155,186,
841,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,94,153,
842,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,134,139,
842,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,88,79,
845,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,276,394,
845,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,226,540,
847,"education level | income level | job satisfaction | quality of life || AC,AD,BC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,192,178,
847,"education level | income level | job satisfaction | quality of life || AC,AD,BC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,138,60,
854,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,182,135,
854,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,134,3,
856,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,378,421,
856,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,298,624,
858,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,159,180,
858,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,98,42,
859,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,134,80,
859,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,90,3,
860,"amount of rainfall | crop yield | weather conditions || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,130,181,
860,"amount of rainfall | crop yield | weather conditions || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,90,105,
861,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,KEEP,no,5,False,False,gpt-4.1,no,1,1,146,205,
861,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",RAW,KEEP,no,5,False,False,gpt-4.1,no,1,1,90,161,
865,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,185,151,
865,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,138,49,
868,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,138,189,
868,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,88,79,
869,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,129,65,
869,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,88,42,
874,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1,no,1,1,206,228,
874,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1,no,1,1,134,58,
878,"amount of rainfall | crop yield | soil moisture || AB,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1,no,1,1,174,149,
878,"amount of rainfall | crop yield | soil moisture || AB,BC",RAW,KEEP,no,3,True,True,gpt-4.1,no,1,1,138,3,
882,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,173,100,
882,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,yes,1,0,110,3,
884,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,142,268,
884,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,96,3,
887,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1,no,1,1,251,204,
887,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1,no,1,1,162,53,
891,"access to educational resources | career success | child's education level | parent's income || AB,AD,BC",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,178,181,
891,"access to educational resources | career success | child's education level | parent's income || AB,AD,BC",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,134,92,
896,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,252,187,
896,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,173,3,
905,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,145,91,
905,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,96,3,
906,"overall health condition | physical fitness level | time spent exercising || AB,AC",ORACLE,KEEP,yes,3,True,True,gpt-4.1,yes,1,1,175,104,
906,"overall health condition | physical fitness level | time spent exercising || AB,AC",RAW,KEEP,yes,3,True,True,gpt-4.1,yes,1,1,144,69,
908,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,177,128,
908,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,106,3,
910,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,171,102,
910,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,130,80,
912,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,137,109,
912,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,94,206,
913,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,308,465,
913,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,256,652,
914,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,194,250,
914,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,110,116,
917,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1,no,1,1,294,684,
917,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1,no,1,1,250,462,
922,"amount of rainfall | growth rate of plants | water level in a nearby river || AB,AC",ORACLE,KEEP,no,3,True,True,gpt-4.1,no,1,1,189,170,
922,"amount of rainfall | growth rate of plants | water level in a nearby river || AB,AC",RAW,KEEP,no,3,True,True,gpt-4.1,no,1,1,154,88,
924,"grade in the class | number of hours spent studying | test score || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,139,169,
924,"grade in the class | number of hours spent studying | test score || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,94,248,
925,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,184,262,
925,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,yes,1,0,117,153,
928,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,189,275,
928,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,110,3,
931,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",ORACLE,KEEP,no,5,True,True,gpt-4.1,no,1,1,209,115,
931,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",RAW,KEEP,no,5,True,True,gpt-4.1,no,1,1,145,107,
935,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,131,79,
935,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,90,114,
938,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",ORACLE,KEEP,yes,3,True,True,gpt-4.1,yes,1,1,205,130,
938,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",RAW,KEEP,yes,3,True,True,gpt-4.1,yes,1,1,158,64,
941,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1,no,1,1,297,194,
941,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,no,5,True,True,gpt-4.1,no,1,1,170,67,
942,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1,no,1,1,203,172,
942,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",RAW,KEEP,no,5,True,True,gpt-4.1,no,1,1,138,43,
946,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,114,138,
946,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,88,3,
948,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,186,165,
948,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,134,54,
953,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1,no,1,1,239,249,
953,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,no,5,False,False,gpt-4.1,no,1,1,112,3,
956,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,234,176,
956,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,174,62,
959,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,KEEP,no,5,False,False,gpt-4.1,no,1,1,146,140,
959,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",RAW,KEEP,no,5,False,False,gpt-4.1,no,1,1,90,3,
960,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,351,573,
960,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,280,587,
962,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,177,104,
962,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,130,92,
971,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,231,159,
971,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,158,65,
975,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1,no,1,1,214,169,
975,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1,no,1,1,142,121,
977,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1,no,1,1,219,154,
977,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1,no,1,1,166,67,
979,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,149,87,
979,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,102,3,
980,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,225,119,
980,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,162,3,
982,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,True,True,gpt-4.1,no,1,1,156,129,
982,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,True,True,gpt-4.1,no,1,1,130,121,
990,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,132,82,
990,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,90,129,
991,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,148,91,
991,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,96,3,
993,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1,yes,1,0,157,159,
993,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1,yes,1,0,104,3,
995,"crop yield | the amount of rainfall | the soil moisture level || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,138,73,
995,"crop yield | the amount of rainfall | the soil moisture level || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,94,69,
999,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,155,232,
999,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,102,3,
1000,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",ORACLE,KEEP,no,5,False,False,gpt-4.1,no,1,1,155,98,
1000,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",RAW,KEEP,no,5,False,False,gpt-4.1,no,1,1,91,20,
1002,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,203,167,
1002,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,150,98,
1005,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1,no,1,1,198,212,
1005,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1,no,1,1,134,82,
1009,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,195,160,
1009,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,146,66,
1017,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,175,126,
1017,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,134,35,
1021,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,176,194,
1021,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,109,3,
1022,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,144,59,
1022,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,92,3,
1029,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,173,174,
1029,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",RAW,KEEP,no,3,False,False,gpt-4.1,yes,1,0,117,214,
1033,"the amount of rainfall | the growth rate of crops | the water level in the river || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,141,104,
1033,"the amount of rainfall | the growth rate of crops | the water level in the river || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,104,67,
1034,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,139,121,
1034,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,90,3,
1035,"income level | job satisfaction | level of education | overall happiness || AB,AC,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,281,450,
1035,"income level | job satisfaction | level of education | overall happiness || AB,AC,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,232,459,
1038,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,140,63,
1038,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,100,3,
1041,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,187,125,
1041,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,138,60,
1042,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,403,641,
1042,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1,yes,1,1,319,442,
1050,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,182,101,
1050,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,138,116,
1057,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1,no,1,1,193,127,
1057,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1,no,1,1,104,3,
1063,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,181,136,
1063,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,134,3,
1064,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,114,48,
1064,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,88,33,
1065,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,154,102,
1065,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,yes,1,0,104,3,
1070,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,146,71,
1070,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,94,79,
1075,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1,no,1,1,154,166,
1075,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1,no,1,1,90,54,
1079,"humidity | precipitation | temperature | weather conditions || AB,AC,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,122,109,
1079,"humidity | precipitation | temperature | weather conditions || AB,AC,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1,no,1,1,86,27,
1081,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,yes,5,True,True,gpt-4.1,yes,1,1,251,98,
1081,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,yes,5,True,True,gpt-4.1,yes,1,1,162,3,
1084,"amount of exercise | caloric intake | weight loss/gain || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,138,201,
1084,"amount of exercise | caloric intake | weight loss/gain || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,yes,1,0,97,3,
1086,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",ORACLE,KEEP,no,5,False,False,gpt-4.1,no,1,1,161,107,
1086,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",RAW,KEEP,no,5,False,False,gpt-4.1,no,1,1,97,102,
1095,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,135,66,
1095,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1,yes,1,0,92,152,
1096,"amount of rainfall | crop yield | groundwater level || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1,no,1,1,119,52,
1096,"amount of rainfall | crop yield | groundwater level || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1,no,1,1,90,120,
1102,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1,no,1,1,258,160,
1102,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1,no,1,1,174,52,
1104,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,KEEP,no,4,False,False,gpt-4.1,no,1,1,131,172,
1104,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,KEEP,no,4,False,False,gpt-4.1,yes,1,0,90,3,
1105,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1,no,1,1,217,134,
1105,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1,no,1,1,167,43,
1106,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,KEEP,yes,5,True,True,gpt-4.1,yes,1,1,193,134,
