item,story,cond,lexicon,gold,n_nodes,has_data,path,model,pred,parsed,correct,in_tok,out_tok,error,provider,finish,usd,max_tokens
334,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,181,126,,Novita,stop,7.4835e-05,700
334,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,188,126,,Novita,stop,7.578e-05,700
334,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,140,147,,Novita,stop,7.77e-05,700
340,"crop growth | harvest yield | temperature || AB,BC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,139,259,,Novita,stop,0.000122365,700
340,"crop growth | harvest yield | temperature || AB,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,139,187,,Novita,stop,9.3565e-05,700
340,"crop growth | harvest yield | temperature || AB,BC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,100,159,,Novita,stop,7.71e-05,700
345,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",DR_k1,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,298,569,,Novita,stop,0.00026783,700
345,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,299,546,,Novita,stop,0.000258765,700
345,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",RAW,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,244,496,,Novita,stop,0.00023134,700
346,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,158,514,,Novita,stop,0.00022693,700
346,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,159,406,,Novita,stop,0.000183865,700
346,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,100,372,,Novita,stop,0.0001623,700
350,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",DR_k1,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,195,208,,Novita,stop,0.000109525,700
350,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,195,241,,Novita,stop,0.000122725,700
350,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",RAW,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,144,145,,Novita,stop,7.744e-05,700
356,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,135,130,,Novita,stop,7.0225e-05,700
356,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,135,187,,Novita,stop,9.3025e-05,700
356,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,98,285,,Novita,stop,0.00012723,700
357,"amount of exercise | overall health status | physical fitness level || AB,BC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,135,328,,Novita,stop,0.000149425,700
357,"amount of exercise | overall health status | physical fitness level || AB,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,134,233,,Novita,stop,0.00011129,700
357,"amount of exercise | overall health status | physical fitness level || AB,BC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,96,198,,Novita,stop,9.216e-05,700
358,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",DR_k1,PSEUDO,no,3,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,179,137,,Novita,stop,7.8965e-05,700
358,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",ORACLE,PSEUDO,no,3,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,187,137,,Novita,stop,8.0045e-05,700
358,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",RAW,PSEUDO,no,3,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,148,137,,Novita,stop,7.478e-05,700
359,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",DR_k1,PSEUDO,yes,3,True,True,meta-llama/llama-3.3-70b-instruct,,0,0,287,700,,Novita,length,0.000318745,700
359,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",ORACLE,PSEUDO,yes,3,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,287,662,,Novita,stop,0.000303545,700
359,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",RAW,PSEUDO,yes,3,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,244,655,,Novita,stop,0.00029494,700
361,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,193,156,,Novita,stop,8.8455e-05,700
361,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,202,257,,Novita,stop,0.00013007,700
361,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,148,160,,Novita,stop,8.398e-05,700
365,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,139,278,,Novita,stop,0.000129965,700
365,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,131,346,,Novita,stop,0.000156085,700
365,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,100,231,,Novita,stop,0.0001059,700
367,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",DR_k1,PSEUDO,no,5,True,True,meta-llama/llama-3.3-70b-instruct,,0,0,316,700,,Novita,length,0.00032266,700
367,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,PSEUDO,no,5,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,316,593,,Novita,stop,0.00027986,700
367,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,PSEUDO,no,5,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,244,549,,Novita,stop,0.00025254,700
369,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,129,307,,Novita,stop,0.000140215,700
369,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,137,371,,Novita,stop,0.000166895,700
369,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,99,147,,Novita,stop,7.2165e-05,700
374,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",DR_k1,PSEUDO,no,5,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,170,346,,Novita,stop,0.00016135,700
374,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,PSEUDO,no,5,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,170,365,,Novita,stop,0.00016895,700
374,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,PSEUDO,no,5,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,96,192,,Novita,stop,8.976e-05,700
375,"employment status | happiness level | income | level of education || AB,AC,AD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,136,417,,Novita,stop,0.00018516,700
375,"employment status | happiness level | income | level of education || AB,AC,AD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,129,316,,Novita,stop,0.000143815,700
375,"employment status | happiness level | income | level of education || AB,AC,AD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,96,263,,Novita,stop,0.00011816,700
379,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,158,184,,Novita,stop,9.493e-05,700
379,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,158,298,,Novita,stop,0.00014053,700
379,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,100,360,,Novita,stop,0.0001575,700
381,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",DR_k1,PSEUDO,no,3,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,184,241,,Novita,stop,0.00012124,700
381,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",ORACLE,PSEUDO,no,3,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,185,267,,Novita,stop,0.000131775,700
381,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",RAW,PSEUDO,no,3,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,144,254,,Novita,stop,0.00012104,700
382,"humidity | temperature | weather conditions || AB,AC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,133,453,,Novita,stop,0.000199155,700
382,"humidity | temperature | weather conditions || AB,AC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,126,78,,Novita,stop,4.821e-05,700
382,"humidity | temperature | weather conditions || AB,AC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,96,131,,Novita,stop,6.536e-05,700
384,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,151,287,,Novita,stop,0.000135185,700
384,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,151,268,,Novita,stop,0.000127585,700
384,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,99,288,,Novita,stop,0.000128565,700
385,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,203,336,,Novita,stop,0.000161805,700
385,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,203,222,,Novita,stop,0.000116205,700
385,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,148,132,,Novita,stop,7.278e-05,700
388,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",DR_k1,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,180,168,,Novita,stop,9.15e-05,700
388,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,188,144,,Novita,stop,8.298e-05,700
388,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,140,150,,Novita,stop,7.89e-05,700
396,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",DR_k1,PSEUDO,no,5,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,167,436,,Novita,stop,0.000196945,700
396,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",ORACLE,PSEUDO,no,5,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,166,423,,Novita,stop,0.00019161,700
396,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",RAW,PSEUDO,no,5,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,98,217,,Novita,stop,0.00010003,700
397,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,186,214,,Novita,stop,0.00011071,700
397,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,195,412,,Novita,stop,0.000191125,700
397,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,144,122,,Novita,stop,6.824e-05,700
398,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,134,245,,Novita,stop,0.00011609,700
398,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,135,200,,Novita,stop,9.8225e-05,700
398,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,96,286,,Novita,stop,0.00012736,700
400,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,138,165,,Novita,stop,8.463e-05,700
400,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,129,130,,Novita,stop,6.9415e-05,700
400,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,96,218,,Novita,stop,0.00010016,700
403,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",DR_k1,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,191,159,,Novita,stop,8.9385e-05,700
403,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,199,201,,Novita,stop,0.000107265,700
403,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,148,142,,Novita,stop,7.678e-05,700
407,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,205,232,,Novita,stop,0.000120475,700
407,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,205,183,,Novita,stop,0.000100875,700
407,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,148,211,,Novita,stop,0.00010438,700
409,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,146,437,,Novita,stop,0.00019451,700
409,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,137,350,,Novita,stop,0.000158495,700
409,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,96,313,,Novita,stop,0.00013816,700
412,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,193,201,,Novita,stop,0.000106455,700
412,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,192,117,,Novita,stop,7.272e-05,700
412,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,140,163,,Novita,stop,8.41e-05,700
422,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,309,602,,Novita,stop,0.000282515,700
422,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,308,570,,Novita,stop,0.00026958,700
422,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,250,671,,Novita,stop,0.00030215,700
427,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,154,472,,Novita,stop,0.00020959,700
427,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,153,183,,Novita,stop,9.3855e-05,700
427,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,98,204,,Novita,stop,9.483e-05,700
435,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,138,266,,Novita,stop,0.00012503,700
435,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,138,177,,Novita,stop,8.943e-05,700
435,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,96,307,,Novita,stop,0.00013576,700
438,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,151,334,,Novita,stop,0.000153985,700
438,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,143,438,,Novita,stop,0.000194505,700
438,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,98,404,,Novita,stop,0.00017483,700
440,"amount of exercise | blood pressure | heart rate || AB,AC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,137,540,,Novita,stop,0.000234495,700
440,"amount of exercise | blood pressure | heart rate || AB,AC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,128,303,,Novita,stop,0.00013848,700
440,"amount of exercise | blood pressure | heart rate || AB,AC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,98,381,,Novita,stop,0.00016563,700
442,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",DR_k1,PSEUDO,yes,5,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,211,288,,Novita,stop,0.000143685,700
442,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,PSEUDO,yes,5,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,218,298,,Novita,stop,0.00014863,700
442,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,PSEUDO,yes,5,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,144,131,,Novita,stop,7.184e-05,700
444,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,198,202,,Novita,stop,0.00010753,700
444,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,199,219,,Novita,stop,0.000114465,700
444,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,144,136,,Novita,stop,7.384e-05,700
450,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",DR_k1,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,202,264,,Novita,stop,0.00013287,700
450,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,202,252,,Novita,stop,0.00012807,700
450,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",RAW,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,148,188,,Novita,stop,9.518e-05,700
457,"exam score | grade received in the course | number of hours studied for an exam || AB,AC",DR_k1,PSEUDO,yes,3,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,182,130,,Novita,stop,7.657e-05,700
457,"exam score | grade received in the course | number of hours studied for an exam || AB,AC",ORACLE,PSEUDO,yes,3,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,174,130,,Novita,stop,7.549e-05,700
457,"exam score | grade received in the course | number of hours studied for an exam || AB,AC",RAW,PSEUDO,yes,3,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,144,117,,Novita,stop,6.624e-05,700
459,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",DR_k1,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,140,196,,Novita,stop,9.73e-05,700
459,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",ORACLE,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,140,258,,Novita,stop,0.0001221,700
459,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",RAW,PSEUDO,no,3,False,False,meta-llama/llama-3.3-70b-instruct,yes,1,0,98,329,,Novita,stop,0.00014483,700
460,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",DR_k1,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,198,247,,Novita,stop,0.00012553,700
460,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",ORACLE,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,198,255,,Novita,stop,0.00012873,700
460,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",RAW,PSEUDO,no,4,True,True,meta-llama/llama-3.3-70b-instruct,no,1,1,144,133,,Novita,stop,7.264e-05,700
462,"education level | happiness level | income level | job performance || AB,AC,BD,CD",DR_k1,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,155,508,,Novita,stop,0.000224125,700
462,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,155,247,,Novita,stop,0.000119725,700
462,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,PSEUDO,no,4,False,False,meta-llama/llama-3.3-70b-instruct,no,1,1,100,204,,Novita,stop,9.51e-05,700
465,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",DR_k1,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,206,342,,Novita,stop,0.00016461,700
465,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",ORACLE,PSEUDO,yes,4,True,True,meta-llama/llama-3.3-70b-instruct,yes,1,1,205,250,,Novita,stop,0.000127675,700
