model,lexicon,cond,item,old_pred,new_pred,old_correct,new_correct
gpt-4.1-nano,PSEUDO,DR_k1,210,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,212,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,212,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,212,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,214,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,214,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,214,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,218,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,218,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,218,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,219,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,219,no,yes,0,1
gpt-4.1-nano,PSEUDO,DR_k1,219,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,240,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,240,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,240,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,241,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,241,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,241,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,246,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,246,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,246,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,247,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,247,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,247,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,250,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,250,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,250,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,251,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,251,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,251,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,253,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,253,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,253,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,257,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,257,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,257,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,258,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,258,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,258,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,260,yes,yes,0,0
gpt-4.1-nano,PSEUDO,ORACLE,260,,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,260,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,261,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,261,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,261,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,262,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,262,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,262,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,263,yes,no,0,1
gpt-4.1-nano,PSEUDO,ORACLE,263,,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,263,,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,264,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,264,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,264,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,265,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,265,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,265,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,266,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,266,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,266,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,267,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,267,no,yes,0,1
gpt-4.1-nano,PSEUDO,DR_k1,267,,no,0,0
gpt-4.1-nano,PSEUDO,RAW,268,,,0,0
gpt-4.1-nano,PSEUDO,ORACLE,268,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,268,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,269,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,269,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,269,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,270,no,yes,0,1
gpt-4.1-nano,PSEUDO,ORACLE,270,no,yes,0,1
gpt-4.1-nano,PSEUDO,DR_k1,270,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,271,no,yes,0,1
gpt-4.1-nano,PSEUDO,ORACLE,271,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,271,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,272,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,272,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,272,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,273,no,yes,1,0
gpt-4.1-nano,PSEUDO,ORACLE,273,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,273,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,274,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,274,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,274,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,275,no,yes,0,1
gpt-4.1-nano,PSEUDO,ORACLE,275,yes,,1,0
gpt-4.1-nano,PSEUDO,DR_k1,275,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,276,no,yes,0,1
gpt-4.1-nano,PSEUDO,ORACLE,276,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,276,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,277,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,277,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,277,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,278,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,278,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,278,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,279,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,279,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,279,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,300,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,300,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,300,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,302,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,302,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,302,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,305,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,305,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,305,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,307,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,307,,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,307,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,309,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,309,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,309,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,312,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,312,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,312,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,313,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,313,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,313,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,315,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,315,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,315,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,319,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,319,no,,1,0
gpt-4.1-nano,PSEUDO,DR_k1,319,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,320,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,320,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,320,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,321,yes,yes,0,0
gpt-4.1-nano,PSEUDO,ORACLE,321,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,321,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,322,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,322,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,322,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,323,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,323,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,323,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,324,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,324,yes,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,324,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,325,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,325,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,325,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,326,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,326,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,326,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,327,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,327,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,327,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,328,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,328,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,328,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,329,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,329,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,329,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,330,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,330,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,330,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,331,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,331,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,331,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,332,yes,yes,0,0
gpt-4.1-nano,PSEUDO,ORACLE,332,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,332,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,333,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,333,no,yes,0,1
gpt-4.1-nano,PSEUDO,DR_k1,333,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,334,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,334,yes,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,334,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,335,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,335,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,335,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,336,yes,yes,0,0
gpt-4.1-nano,PSEUDO,ORACLE,336,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,336,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,337,yes,yes,0,0
gpt-4.1-nano,PSEUDO,ORACLE,337,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,337,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,338,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,338,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,338,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,339,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,339,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,339,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,360,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,360,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,360,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,361,no,,1,0
gpt-4.1-nano,PSEUDO,ORACLE,361,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,361,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,362,no,,1,0
gpt-4.1-nano,PSEUDO,ORACLE,362,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,362,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,364,no,yes,1,0
gpt-4.1-nano,PSEUDO,ORACLE,364,no,,1,0
gpt-4.1-nano,PSEUDO,DR_k1,364,no,,1,0
gpt-4.1-nano,PSEUDO,RAW,365,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,365,no,,1,0
gpt-4.1-nano,PSEUDO,DR_k1,365,no,,1,0
gpt-4.1-nano,PSEUDO,RAW,367,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,367,,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,367,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,368,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,368,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,368,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,369,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,369,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,369,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,371,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,371,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,371,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,372,no,yes,0,1
gpt-4.1-nano,PSEUDO,ORACLE,372,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,372,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,374,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,374,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,374,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,377,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,377,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,377,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,380,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,380,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,380,no,,0,0
gpt-4.1-nano,PSEUDO,RAW,381,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,381,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,381,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,382,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,382,,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,382,,,0,0
gpt-4.1-nano,PSEUDO,RAW,383,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,383,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,383,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,384,yes,yes,0,0
gpt-4.1-nano,PSEUDO,ORACLE,384,yes,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,384,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,385,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,385,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,385,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,386,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,386,,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,386,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,387,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,387,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,387,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,388,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,388,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,388,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,389,no,,1,0
gpt-4.1-nano,PSEUDO,ORACLE,389,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,389,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,390,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,390,no,,0,0
gpt-4.1-nano,PSEUDO,DR_k1,390,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,391,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,391,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,391,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,392,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,392,no,,1,0
gpt-4.1-nano,PSEUDO,DR_k1,392,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,393,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,393,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,393,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,394,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,394,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,394,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,395,yes,no,0,1
gpt-4.1-nano,PSEUDO,ORACLE,395,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,395,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,396,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,396,no,yes,0,1
gpt-4.1-nano,PSEUDO,DR_k1,396,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,397,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,397,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,397,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,398,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,398,,,0,0
gpt-4.1-nano,PSEUDO,DR_k1,398,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,399,yes,,1,0
gpt-4.1-nano,PSEUDO,ORACLE,399,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,399,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,423,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,423,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,423,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,424,no,yes,0,1
gpt-4.1-nano,PSEUDO,ORACLE,424,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,424,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,428,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,428,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,428,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,429,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,429,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,429,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,430,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,430,no,yes,0,1
gpt-4.1-nano,PSEUDO,DR_k1,430,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,433,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,433,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,433,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,434,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,434,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,434,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,436,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,436,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,436,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,437,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,437,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,437,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,438,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,438,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,438,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,439,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,439,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,439,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,440,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,440,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,440,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,441,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,441,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,441,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,442,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,442,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,442,yes,yes,0,0
gpt-4.1-nano,PSEUDO,RAW,443,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,443,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,443,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,444,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,444,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,444,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,445,yes,no,0,1
gpt-4.1-nano,PSEUDO,ORACLE,445,yes,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,445,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,446,yes,yes,0,0
gpt-4.1-nano,PSEUDO,ORACLE,446,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,446,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,447,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,447,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,447,yes,yes,1,1
gpt-4.1-nano,PSEUDO,RAW,448,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,448,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,448,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,449,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,449,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,449,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,450,no,yes,0,1
gpt-4.1-nano,PSEUDO,ORACLE,450,yes,no,1,0
gpt-4.1-nano,PSEUDO,DR_k1,450,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,451,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,451,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,451,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,452,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,452,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,452,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,453,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,453,yes,no,0,1
gpt-4.1-nano,PSEUDO,DR_k1,453,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,454,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,454,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,454,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,455,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,455,yes,yes,0,0
gpt-4.1-nano,PSEUDO,DR_k1,455,no,yes,1,0
gpt-4.1-nano,PSEUDO,RAW,456,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,456,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,456,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,457,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,457,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,457,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,458,yes,yes,1,1
gpt-4.1-nano,PSEUDO,ORACLE,458,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,458,no,yes,0,1
gpt-4.1-nano,PSEUDO,RAW,459,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,459,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,459,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,486,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,486,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,486,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,487,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,487,no,no,0,0
gpt-4.1-nano,PSEUDO,DR_k1,487,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,488,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,488,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,488,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,489,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,489,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,489,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,490,no,no,1,1
gpt-4.1-nano,PSEUDO,ORACLE,490,no,no,1,1
gpt-4.1-nano,PSEUDO,DR_k1,490,no,no,1,1
gpt-4.1-nano,PSEUDO,RAW,491,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,491,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,491,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,492,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,492,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,492,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,493,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,493,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,493,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,494,no,no,0,0
gpt-4.1-nano,PSEUDO,ORACLE,494,no,yes,0,1
gpt-4.1-nano,PSEUDO,DR_k1,494,no,no,0,0
gpt-4.1-nano,PSEUDO,RAW,497,yes,no,1,0
gpt-4.1-nano,PSEUDO,ORACLE,497,yes,yes,1,1
gpt-4.1-nano,PSEUDO,DR_k1,497,yes,no,1,0
gpt-4.1-nano,PSEUDO,RAW,498,no,yes,1,0
gpt-4.1-nano,PSEUDO,ORACLE,498,no,yes,1,0
gpt-4.1-nano,PSEUDO,DR_k1,498,yes,no,0,1
gpt-4.1-nano,PSEUDO,RAW,499,no,no,0,0
