model,item,graph_id,rung,gold,pred,correct,parsed_answer,parsed_graph,precision,recall,f1,n_reversed,n_spurious,n_missing,n_wrong_edges,exact_match,n_true
gpt-4.1-mini,70,confounding,1,yes,yes,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-mini,71,confounding,1,no,no,1,1,0,0.0,0.0,0.0,0,0,3,3,0,3
gpt-4.1-mini,72,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,73,confounding,2,no,yes,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,74,confounding,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,75,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,76,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,77,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,78,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,79,confounding,3,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,80,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,81,confounding,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,82,confounding,3,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,83,confounding,3,no,no,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1-mini,84,diamond,1,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,85,diamond,1,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,86,diamond,1,yes,yes,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-mini,87,diamond,1,yes,yes,1,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1-mini,88,diamond,1,no,yes,0,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-mini,89,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,90,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,91,diamond,2,yes,yes,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-mini,92,diamond,2,no,no,1,1,1,0.5,0.5,0.5,0,2,2,4,0,4
gpt-4.1-mini,93,diamond,2,no,no,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1-mini,94,diamond,2,no,yes,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1-mini,95,diamond,2,no,no,1,1,1,0.8,1.0,0.888888888888889,0,1,0,1,0,4
gpt-4.1-mini,96,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,97,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,98,diamond,3,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,99,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,100,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,101,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,102,diamondcut,1,yes,yes,1,1,1,0.0,0.0,0.0,1,0,3,4,0,4
gpt-4.1-mini,103,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,104,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,105,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,106,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1-mini,107,diamondcut,1,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,108,diamondcut,2,no,no,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,109,diamondcut,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,110,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,111,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,112,diamondcut,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,113,diamondcut,2,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,114,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,115,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,116,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,117,diamondcut,3,yes,,0,0,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,118,diamondcut,3,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,119,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,120,fork,1,no,no,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-mini,121,fork,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-mini,122,fork,1,no,no,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1-mini,123,fork,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-mini,124,fork,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-mini,125,fork,1,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-mini,126,fork,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,127,fork,2,yes,no,0,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-mini,128,fork,2,yes,no,0,1,1,0.6666666666666666,1.0,0.8,0,1,0,1,0,2
gpt-4.1-mini,129,fork,2,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,130,fork,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,131,fork,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,132,fork,3,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-mini,133,fork,3,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-mini,134,fork,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,135,fork,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1-mini,136,fork,3,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1-mini,137,fork,3,no,no,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1-mini,138,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,139,frontdoor,1,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,140,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1-mini,141,frontdoor,1,yes,no,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1-mini,142,frontdoor,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,143,frontdoor,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,144,frontdoor,2,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,145,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,146,frontdoor,2,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,147,frontdoor,2,no,no,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1-mini,148,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,149,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,150,frontdoor,3,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1-mini,151,frontdoor,3,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,152,frontdoor,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1-mini,153,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,154,frontdoor,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,155,frontdoor,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1-mini,156,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,157,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,158,mediation,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,159,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,160,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,161,mediation,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,162,mediation,2,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,163,mediation,2,no,yes,0,1,1,0.5,0.3333333333333333,0.4,1,0,1,2,0,3
gpt-4.1-mini,164,mediation,2,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,165,mediation,2,no,yes,0,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,0,3
gpt-4.1-mini,166,mediation,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,167,mediation,2,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,168,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,169,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,170,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,171,mediation,3,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1-mini,172,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1-mini,173,mediation,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,0,IV,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,1,IV,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,2,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,3,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,4,IV,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,5,IV,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,6,IV,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,7,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,8,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,9,IV,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,10,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,11,IV,2,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,12,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,13,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,14,IV,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,15,IV,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,16,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,17,IV,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,18,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,19,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,20,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,21,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,22,arrowhead,1,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,23,arrowhead,1,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,24,arrowhead,2,no,yes,0,1,1,0.75,0.6,0.6666666666666665,1,0,1,2,0,5
gpt-4.1,25,arrowhead,2,yes,yes,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1,26,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,27,arrowhead,2,yes,yes,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,28,arrowhead,2,yes,yes,1,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1,29,arrowhead,2,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1,30,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1,31,arrowhead,3,no,yes,0,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1,32,arrowhead,3,no,no,1,1,1,1.0,0.8,0.888888888888889,0,0,1,1,0,5
gpt-4.1,33,arrowhead,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,5
gpt-4.1,34,arrowhead,3,no,no,1,1,1,1.0,0.2,0.33333333333333337,0,0,4,4,0,5
gpt-4.1,35,arrowhead,3,yes,no,0,1,1,1.0,0.6,0.7499999999999999,0,0,2,2,0,5
gpt-4.1,36,chain,1,yes,no,0,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,37,chain,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,38,chain,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,39,chain,1,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,40,chain,1,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,41,chain,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,42,chain,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,43,chain,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,44,chain,2,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,45,chain,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,46,chain,2,no,yes,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,47,chain,2,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,48,chain,3,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,49,chain,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,50,chain,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,51,chain,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,52,chain,3,no,no,1,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1,53,chain,3,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1,54,collision,1,yes,yes,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1,55,collision,1,no,no,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1,56,collision,1,no,no,1,1,1,0.6666666666666666,1.0,0.8,0,1,0,1,0,2
gpt-4.1,57,collision,1,no,no,1,1,1,0.0,0.0,0.0,0,1,2,3,0,2
gpt-4.1,58,collision,1,no,no,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1,59,collision,1,yes,yes,1,1,1,0.0,0.0,0.0,1,1,1,3,0,2
gpt-4.1,60,collision,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,61,collision,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,62,collision,2,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1,63,collision,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,64,collision,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,65,collision,2,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,66,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,67,confounding,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,68,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,69,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,70,confounding,1,yes,yes,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,71,confounding,1,no,no,1,1,1,1.0,0.3333333333333333,0.5,0,0,2,2,0,3
gpt-4.1,72,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,73,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,74,confounding,2,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,75,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,76,confounding,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,77,confounding,2,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,78,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,79,confounding,3,yes,yes,1,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,80,confounding,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,81,confounding,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,3
gpt-4.1,82,confounding,3,no,yes,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,83,confounding,3,no,yes,0,1,1,1.0,0.6666666666666666,0.8,0,0,1,1,0,3
gpt-4.1,84,diamond,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,2,2,0,4
gpt-4.1,85,diamond,1,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1,86,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,87,diamond,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,88,diamond,1,no,yes,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,89,diamond,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,90,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,91,diamond,2,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,92,diamond,2,no,no,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1,93,diamond,2,no,no,1,1,1,1.0,0.75,0.8571428571428571,0,0,1,1,0,4
gpt-4.1,94,diamond,2,no,yes,0,1,1,0.3333333333333333,0.25,0.28571428571428575,1,1,2,4,0,4
gpt-4.1,95,diamond,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,96,diamond,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,97,diamond,3,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,98,diamond,3,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,99,diamond,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,100,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,101,diamond,3,yes,no,0,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,102,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,103,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,104,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,105,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,106,diamondcut,1,yes,yes,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,107,diamondcut,1,no,no,1,1,1,1.0,0.25,0.4,0,0,3,3,0,4
gpt-4.1,108,diamondcut,2,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,109,diamondcut,2,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1,110,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,111,diamondcut,2,no,yes,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,112,diamondcut,2,yes,yes,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,113,diamondcut,2,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,114,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,115,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,116,diamondcut,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,117,diamondcut,3,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,118,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,119,diamondcut,3,no,no,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,120,fork,1,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,121,fork,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,122,fork,1,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1,123,fork,1,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1,124,fork,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,125,fork,1,no,no,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1,126,fork,2,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,127,fork,2,yes,no,0,1,0,0.0,0.0,0.0,0,0,2,2,0,2
gpt-4.1,128,fork,2,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,129,fork,2,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1,130,fork,2,no,no,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1,131,fork,2,yes,no,0,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1,132,fork,3,yes,yes,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1,133,fork,3,yes,yes,1,1,1,1.0,0.5,0.6666666666666666,0,0,1,1,0,2
gpt-4.1,134,fork,3,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,135,fork,3,yes,no,0,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,136,fork,3,no,no,1,1,1,1.0,1.0,1.0,0,0,0,0,1,2
gpt-4.1,137,fork,3,no,no,1,1,1,0.5,0.5,0.5,0,1,1,2,0,2
gpt-4.1,138,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,139,frontdoor,1,no,no,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,140,frontdoor,1,yes,yes,1,1,1,0.0,0.0,0.0,0,1,4,5,0,4
gpt-4.1,141,frontdoor,1,yes,no,0,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,142,frontdoor,1,no,no,1,1,1,0.5,0.25,0.3333333333333333,0,1,3,4,0,4
gpt-4.1,143,frontdoor,1,yes,yes,1,1,1,1.0,1.0,1.0,0,0,0,0,1,4
gpt-4.1,144,frontdoor,2,yes,yes,1,1,1,0.75,0.75,0.75,0,1,1,2,0,4
gpt-4.1,145,frontdoor,2,yes,yes,1,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
gpt-4.1,146,frontdoor,2,yes,no,0,1,1,0.6666666666666666,0.5,0.5714285714285715,0,1,2,3,0,4
