model,item,id,cond,graph_id,rung,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,93,29075,DR_k2,diamondcut,2,yes,yes,1,1,169,206,
gpt-4.1-nano,94,22043,DR_k3,diamondcut,2,no,no,1,1,165,210,
gpt-4.1-nano,93,29075,ED_k1,diamondcut,2,yes,yes,1,1,164,275,
gpt-4.1-nano,93,29075,DR_k3,diamondcut,2,yes,yes,1,1,176,257,
gpt-4.1-nano,93,29075,FE_k1,diamondcut,2,yes,yes,1,1,178,206,
gpt-4.1-nano,92,23395,ED_k3,diamondcut,2,no,yes,0,1,142,191,
gpt-4.1-nano,93,29075,FE_k2,diamondcut,2,yes,yes,1,1,182,201,
gpt-4.1-nano,95,5098,PROSE,diamondcut,2,no,no,1,1,137,3,
gpt-4.1-nano,95,5098,RAW,diamondcut,2,no,no,1,1,111,3,
gpt-4.1-nano,95,5098,ORACLE,diamondcut,2,no,no,1,1,153,178,
gpt-4.1-nano,94,22043,DR_k1,diamondcut,2,no,no,1,1,165,193,
gpt-4.1-nano,94,22043,ED_k3,diamondcut,2,no,yes,0,1,142,134,
gpt-4.1-nano,94,22043,DR_k2,diamondcut,2,no,yes,0,1,165,177,
gpt-4.1-nano,94,22043,FE_k2,diamondcut,2,no,yes,0,1,171,191,
gpt-4.1-nano,95,5098,DR_k3,diamondcut,2,no,no,1,1,154,291,
gpt-4.1-nano,94,22043,ED_k1,diamondcut,2,no,no,1,1,162,155,
gpt-4.1-nano,95,5098,DR_k1,diamondcut,2,no,no,1,1,153,220,
gpt-4.1-nano,94,22043,FE_k1,diamondcut,2,no,yes,0,1,168,211,
gpt-4.1-nano,96,23399,PROSE,diamondcut,2,no,no,1,1,199,240,
gpt-4.1-nano,96,23399,RAW,diamondcut,2,no,no,1,1,164,700,
gpt-4.1-nano,96,23399,ORACLE,diamondcut,2,no,no,1,1,214,653,
gpt-4.1-nano,94,22043,ED_k2,diamondcut,2,no,no,1,1,152,212,
gpt-4.1-nano,95,5098,ED_k3,diamondcut,2,no,yes,0,1,134,89,
gpt-4.1-nano,95,5098,DR_k2,diamondcut,2,no,no,1,1,154,271,
gpt-4.1-nano,95,5098,ED_k1,diamondcut,2,no,no,1,1,145,139,
gpt-4.1-nano,95,5098,ED_k2,diamondcut,2,no,yes,0,1,143,195,
gpt-4.1-nano,91,22472,DR_k1,diamondcut,2,no,,0,0,218,700,
gpt-4.1-nano,95,5098,FE_k1,diamondcut,2,no,yes,0,1,155,155,
gpt-4.1-nano,95,5098,FE_k2,diamondcut,2,no,no,1,1,157,185,
gpt-4.1-nano,97,22036,PROSE,diamondcut,2,yes,yes,1,1,193,560,
gpt-4.1-nano,97,22036,RAW,diamondcut,2,yes,no,0,1,160,700,
gpt-4.1-nano,97,22036,ORACLE,diamondcut,2,yes,yes,1,1,209,577,
gpt-4.1-nano,91,22472,ED_k1,diamondcut,2,no,no,1,1,215,700,
gpt-4.1-nano,91,22472,ED_k3,diamondcut,2,no,no,1,1,191,700,
gpt-4.1-nano,91,22472,DR_k2,diamondcut,2,no,no,1,1,210,700,
gpt-4.1-nano,91,22472,FE_k2,diamondcut,2,no,no,1,1,226,700,
gpt-4.1-nano,91,22472,ED_k2,diamondcut,2,no,no,1,1,204,700,
gpt-4.1-nano,91,22472,FE_k1,diamondcut,2,no,yes,0,1,222,700,
gpt-4.1-nano,96,23399,DR_k2,diamondcut,2,no,no,1,1,213,544,
gpt-4.1-nano,96,23399,FE_k1,diamondcut,2,no,no,1,1,217,424,
gpt-4.1-nano,98,29711,PROSE,diamondcut,3,no,no,1,1,144,302,
gpt-4.1-nano,98,29711,RAW,diamondcut,3,no,no,1,1,107,298,
gpt-4.1-nano,98,29711,ORACLE,diamondcut,3,no,no,1,1,159,261,
gpt-4.1-nano,96,23399,ED_k1,diamondcut,2,no,no,1,1,210,700,
gpt-4.1-nano,96,23399,ED_k2,diamondcut,2,no,no,1,1,199,700,
gpt-4.1-nano,96,23399,DR_k3,diamondcut,2,no,no,1,1,214,622,
gpt-4.1-nano,96,23399,DR_k1,diamondcut,2,no,,0,0,214,700,
gpt-4.1-nano,96,23399,FE_k2,diamondcut,2,no,no,1,1,220,684,
gpt-4.1-nano,96,23399,ED_k3,diamondcut,2,no,,0,0,190,700,
gpt-4.1-nano,97,22036,DR_k1,diamondcut,2,yes,,0,0,209,700,
gpt-4.1-nano,97,22036,DR_k2,diamondcut,2,yes,,0,0,202,700,
gpt-4.1-nano,99,335,PROSE,diamondcut,3,no,yes,0,1,243,582,
gpt-4.1-nano,99,335,RAW,diamondcut,3,no,yes,0,1,217,373,
gpt-4.1-nano,99,335,ORACLE,diamondcut,3,no,,0,0,259,700,
gpt-4.1-nano,98,29711,DR_k1,diamondcut,3,no,no,1,1,159,261,
gpt-4.1-nano,97,22036,DR_k3,diamondcut,2,yes,no,0,1,209,700,
gpt-4.1-nano,98,29711,ED_k2,diamondcut,3,no,yes,0,1,145,124,
gpt-4.1-nano,97,22036,ED_k1,diamondcut,2,yes,no,0,1,199,700,
gpt-4.1-nano,98,29711,ED_k1,diamondcut,3,no,no,1,1,156,311,
gpt-4.1-nano,98,29711,ED_k3,diamondcut,3,no,no,1,1,133,252,
gpt-4.1-nano,98,29711,FE_k1,diamondcut,3,no,no,1,1,163,243,
gpt-4.1-nano,97,22036,FE_k1,diamondcut,2,yes,no,0,1,212,700,
gpt-4.1-nano,100,30274,PROSE,diamondcut,3,yes,yes,1,1,136,522,
gpt-4.1-nano,100,30274,RAW,diamondcut,3,yes,yes,1,1,102,320,
gpt-4.1-nano,100,30274,ORACLE,diamondcut,3,yes,no,0,1,151,398,
gpt-4.1-nano,97,22036,ED_k3,diamondcut,2,yes,,0,0,186,700,
gpt-4.1-nano,98,29711,DR_k3,diamondcut,3,no,no,1,1,159,400,
gpt-4.1-nano,98,29711,FE_k2,diamondcut,3,no,no,1,1,167,336,
gpt-4.1-nano,97,22036,ED_k2,diamondcut,2,yes,yes,1,1,196,650,
gpt-4.1-nano,97,22036,FE_k2,diamondcut,2,yes,,0,0,215,700,
gpt-4.1-nano,91,22472,DR_k3,diamondcut,2,no,no,1,1,217,607,
gpt-4.1-nano,98,29711,DR_k2,diamondcut,3,no,no,1,1,159,547,
gpt-4.1-nano,99,335,DR_k2,diamondcut,3,no,yes,0,1,254,610,
gpt-4.1-nano,101,28151,PROSE,diamondcut,3,yes,yes,1,1,232,311,
gpt-4.1-nano,101,28151,RAW,diamondcut,3,yes,yes,1,1,197,276,
gpt-4.1-nano,101,28151,ORACLE,diamondcut,3,yes,yes,1,1,247,513,
gpt-4.1-nano,101,28151,DR_k1,diamondcut,3,yes,yes,1,1,248,408,
gpt-4.1-nano,101,28151,DR_k2,diamondcut,3,yes,no,0,1,241,695,
gpt-4.1-nano,100,30274,ED_k2,diamondcut,3,yes,yes,1,1,138,252,
gpt-4.1-nano,99,335,ED_k1,diamondcut,3,no,no,1,1,251,700,
gpt-4.1-nano,99,335,DR_k1,diamondcut,3,no,yes,0,1,260,236,
gpt-4.1-nano,99,335,ED_k2,diamondcut,3,no,,0,0,249,700,
gpt-4.1-nano,100,30274,ED_k1,diamondcut,3,yes,no,0,1,148,272,
gpt-4.1-nano,99,335,ED_k3,diamondcut,3,no,no,1,1,240,700,
gpt-4.1-nano,102,30854,PROSE,diamondcut,3,yes,yes,1,1,140,369,
gpt-4.1-nano,102,30854,RAW,diamondcut,3,yes,yes,1,1,105,398,
gpt-4.1-nano,102,30854,ORACLE,diamondcut,3,yes,yes,1,1,155,316,
gpt-4.1-nano,99,335,FE_k2,diamondcut,3,no,yes,0,1,263,632,
gpt-4.1-nano,99,335,FE_k1,diamondcut,3,no,,0,0,261,700,
gpt-4.1-nano,100,30274,ED_k3,diamondcut,3,yes,no,0,1,127,238,
gpt-4.1-nano,100,30274,FE_k1,diamondcut,3,yes,no,0,1,154,340,
gpt-4.1-nano,100,30274,DR_k1,diamondcut,3,yes,no,0,1,151,457,
gpt-4.1-nano,100,30274,FE_k2,diamondcut,3,yes,no,0,1,157,344,
gpt-4.1-nano,100,30274,DR_k3,diamondcut,3,yes,no,0,1,151,583,
gpt-4.1-nano,99,335,DR_k3,diamondcut,3,no,,0,0,260,700,
gpt-4.1-nano,101,28151,ED_k2,diamondcut,3,yes,yes,1,1,233,385,
gpt-4.1-nano,103,9572,PROSE,diamondcut,3,yes,yes,1,1,152,413,
gpt-4.1-nano,103,9572,RAW,diamondcut,3,yes,yes,1,1,126,356,
gpt-4.1-nano,103,9572,ORACLE,diamondcut,3,yes,yes,1,1,168,413,
gpt-4.1-nano,103,9572,DR_k1,diamondcut,3,yes,yes,1,1,168,421,
gpt-4.1-nano,102,30854,DR_k1,diamondcut,3,yes,yes,1,1,156,379,
gpt-4.1-nano,100,30274,DR_k2,diamondcut,3,yes,no,0,1,143,303,
gpt-4.1-nano,101,28151,FE_k2,diamondcut,3,yes,yes,1,1,253,465,
gpt-4.1-nano,102,30854,ED_k1,diamondcut,3,yes,yes,1,1,152,352,
gpt-4.1-nano,102,30854,DR_k3,diamondcut,3,yes,yes,1,1,155,355,
gpt-4.1-nano,102,30854,DR_k2,diamondcut,3,yes,no,0,1,156,396,
gpt-4.1-nano,101,28151,ED_k3,diamondcut,3,yes,yes,1,1,223,552,
gpt-4.1-nano,101,28151,DR_k3,diamondcut,3,yes,yes,1,1,248,678,
gpt-4.1-nano,104,10752,PROSE,diamondcut,3,no,no,1,1,246,515,
gpt-4.1-nano,104,10752,ORACLE,diamondcut,3,no,yes,0,1,262,700,
gpt-4.1-nano,104,10752,RAW,diamondcut,3,no,yes,0,1,216,478,
gpt-4.1-nano,101,28151,ED_k1,diamondcut,3,yes,yes,1,1,244,640,
gpt-4.1-nano,101,28151,FE_k1,diamondcut,3,yes,yes,1,1,250,526,
gpt-4.1-nano,103,9572,DR_k2,diamondcut,3,yes,yes,1,1,162,431,
gpt-4.1-nano,103,9572,ED_k1,diamondcut,3,yes,yes,1,1,166,375,
gpt-4.1-nano,102,30854,ED_k2,diamondcut,3,yes,yes,1,1,141,526,
gpt-4.1-nano,103,9572,ED_k2,diamondcut,3,yes,yes,1,1,158,497,
gpt-4.1-nano,105,23656,PROSE,frontdoor,1,yes,yes,1,1,154,288,
gpt-4.1-nano,105,23656,RAW,frontdoor,1,yes,yes,1,1,118,267,
gpt-4.1-nano,105,23656,ORACLE,frontdoor,1,yes,yes,1,1,169,409,
gpt-4.1-nano,105,23656,DR_k1,frontdoor,1,yes,yes,1,1,170,453,
gpt-4.1-nano,102,30854,FE_k1,diamondcut,3,yes,yes,1,1,158,349,
gpt-4.1-nano,103,9572,DR_k3,diamondcut,3,yes,yes,1,1,169,575,
gpt-4.1-nano,103,9572,FE_k2,diamondcut,3,yes,yes,1,1,172,316,
gpt-4.1-nano,103,9572,FE_k1,diamondcut,3,yes,yes,1,1,170,401,
gpt-4.1-nano,103,9572,ED_k3,diamondcut,3,yes,yes,1,1,150,493,
gpt-4.1-nano,102,30854,ED_k3,diamondcut,3,yes,yes,1,1,130,306,
gpt-4.1-nano,102,30854,FE_k2,diamondcut,3,yes,yes,1,1,162,321,
gpt-4.1-nano,106,24056,PROSE,frontdoor,1,yes,yes,1,1,143,354,
gpt-4.1-nano,106,24056,RAW,frontdoor,1,yes,no,0,1,110,355,
gpt-4.1-nano,106,24056,ORACLE,frontdoor,1,yes,yes,1,1,158,466,
gpt-4.1-nano,104,10752,DR_k2,diamondcut,3,no,no,1,1,261,629,
gpt-4.1-nano,104,10752,DR_k3,diamondcut,3,no,no,1,1,263,618,
gpt-4.1-nano,104,10752,ED_k1,diamondcut,3,no,no,1,1,258,529,
gpt-4.1-nano,104,10752,ED_k2,diamondcut,3,no,yes,0,1,250,700,
gpt-4.1-nano,104,10752,ED_k3,diamondcut,3,no,no,1,1,241,595,
gpt-4.1-nano,104,10752,DR_k1,diamondcut,3,no,no,1,1,262,700,
gpt-4.1-nano,105,23656,DR_k2,frontdoor,1,yes,yes,1,1,169,351,
gpt-4.1-nano,105,23656,ED_k2,frontdoor,1,yes,yes,1,1,155,341,
gpt-4.1-nano,107,21883,PROSE,frontdoor,1,no,no,1,1,143,442,
gpt-4.1-nano,107,21883,RAW,frontdoor,1,no,no,1,1,110,270,
gpt-4.1-nano,107,21883,ORACLE,frontdoor,1,no,no,1,1,159,355,
gpt-4.1-nano,107,21883,DR_k1,frontdoor,1,no,no,1,1,159,431,
gpt-4.1-nano,105,23656,ED_k1,frontdoor,1,yes,yes,1,1,166,485,
gpt-4.1-nano,104,10752,FE_k1,diamondcut,3,no,no,1,1,266,687,
gpt-4.1-nano,105,23656,FE_k1,frontdoor,1,yes,yes,1,1,172,389,
gpt-4.1-nano,105,23656,ED_k3,frontdoor,1,yes,yes,1,1,144,336,
gpt-4.1-nano,104,10752,FE_k2,diamondcut,3,no,no,1,1,266,653,
gpt-4.1-nano,105,23656,DR_k3,frontdoor,1,yes,yes,1,1,168,345,
gpt-4.1-nano,106,24056,DR_k2,frontdoor,1,yes,yes,1,1,158,396,
gpt-4.1-nano,108,29338,PROSE,frontdoor,1,no,no,1,1,143,338,
gpt-4.1-nano,108,29338,RAW,frontdoor,1,no,no,1,1,110,390,
gpt-4.1-nano,108,29338,ORACLE,frontdoor,1,no,no,1,1,158,407,
gpt-4.1-nano,108,29338,DR_k1,frontdoor,1,no,no,1,1,159,449,
gpt-4.1-nano,106,24056,DR_k3,frontdoor,1,yes,no,0,1,151,365,
gpt-4.1-nano,105,23656,FE_k2,frontdoor,1,yes,yes,1,1,176,446,
gpt-4.1-nano,106,24056,DR_k1,frontdoor,1,yes,yes,1,1,158,441,
gpt-4.1-nano,107,21883,ED_k2,frontdoor,1,no,no,1,1,146,457,
gpt-4.1-nano,106,24056,ED_k2,frontdoor,1,yes,no,0,1,145,407,
gpt-4.1-nano,108,29338,DR_k3,frontdoor,1,no,no,1,1,159,361,
gpt-4.1-nano,106,24056,ED_k1,frontdoor,1,yes,yes,1,1,148,363,
gpt-4.1-nano,109,8983,PROSE,frontdoor,1,yes,yes,1,1,136,432,
gpt-4.1-nano,109,8983,RAW,frontdoor,1,yes,yes,1,1,106,276,
gpt-4.1-nano,109,8983,ORACLE,frontdoor,1,yes,yes,1,1,151,514,
gpt-4.1-nano,106,24056,FE_k2,frontdoor,1,yes,yes,1,1,164,372,
gpt-4.1-nano,107,21883,DR_k3,frontdoor,1,no,no,1,1,159,375,
gpt-4.1-nano,107,21883,ED_k1,frontdoor,1,no,no,1,1,156,486,
gpt-4.1-nano,107,21883,FE_k1,frontdoor,1,no,no,1,1,162,426,
gpt-4.1-nano,107,21883,FE_k2,frontdoor,1,no,no,1,1,165,363,
gpt-4.1-nano,107,21883,ED_k3,frontdoor,1,no,no,1,1,136,372,
gpt-4.1-nano,107,21883,DR_k2,frontdoor,1,no,no,1,1,159,443,
gpt-4.1-nano,106,24056,ED_k3,frontdoor,1,yes,yes,1,1,135,378,
gpt-4.1-nano,110,21454,PROSE,frontdoor,1,no,no,1,1,159,461,
gpt-4.1-nano,110,21454,RAW,frontdoor,1,no,no,1,1,122,324,
gpt-4.1-nano,110,21454,ORACLE,frontdoor,1,no,no,1,1,174,445,
gpt-4.1-nano,106,24056,FE_k1,frontdoor,1,yes,yes,1,1,161,415,
gpt-4.1-nano,109,8983,ED_k1,frontdoor,1,yes,yes,1,1,148,372,
gpt-4.1-nano,108,29338,DR_k2,frontdoor,1,no,no,1,1,158,434,
gpt-4.1-nano,108,29338,ED_k2,frontdoor,1,no,no,1,1,138,301,
gpt-4.1-nano,108,29338,FE_k2,frontdoor,1,no,no,1,1,164,409,
gpt-4.1-nano,108,29338,FE_k1,frontdoor,1,no,no,1,1,161,423,
gpt-4.1-nano,109,8983,DR_k2,frontdoor,1,yes,yes,1,1,150,448,
gpt-4.1-nano,109,8983,DR_k3,frontdoor,1,yes,yes,1,1,150,415,
gpt-4.1-nano,111,25360,PROSE,frontdoor,1,yes,yes,1,1,154,578,
gpt-4.1-nano,111,25360,RAW,frontdoor,1,yes,yes,1,1,117,228,
gpt-4.1-nano,111,25360,ORACLE,frontdoor,1,yes,yes,1,1,169,499,
gpt-4.1-nano,111,25360,DR_k1,frontdoor,1,yes,yes,1,1,168,471,
gpt-4.1-nano,109,8983,DR_k1,frontdoor,1,yes,yes,1,1,151,348,
gpt-4.1-nano,108,29338,ED_k3,frontdoor,1,no,no,1,1,135,415,
gpt-4.1-nano,111,25360,DR_k3,frontdoor,1,yes,yes,1,1,160,498,
gpt-4.1-nano,109,8983,ED_k3,frontdoor,1,yes,yes,1,1,131,307,
gpt-4.1-nano,109,8983,ED_k2,frontdoor,1,yes,yes,1,1,140,430,
gpt-4.1-nano,110,21454,DR_k1,frontdoor,1,no,no,1,1,167,372,
gpt-4.1-nano,108,29338,ED_k1,frontdoor,1,no,no,1,1,155,437,
gpt-4.1-nano,112,27111,PROSE,frontdoor,2,no,no,1,1,235,700,
gpt-4.1-nano,112,27111,RAW,frontdoor,2,no,no,1,1,201,580,
gpt-4.1-nano,112,27111,ORACLE,frontdoor,2,no,,0,0,250,700,
gpt-4.1-nano,110,21454,DR_k2,frontdoor,1,no,no,1,1,174,315,
gpt-4.1-nano,110,21454,ED_k2,frontdoor,1,no,no,1,1,160,256,
gpt-4.1-nano,109,8983,FE_k2,frontdoor,1,yes,yes,1,1,157,556,
gpt-4.1-nano,109,8983,FE_k1,frontdoor,1,yes,yes,1,1,154,475,
gpt-4.1-nano,110,21454,ED_k1,frontdoor,1,no,no,1,1,162,450,
gpt-4.1-nano,110,21454,ED_k3,frontdoor,1,no,no,1,1,149,366,
gpt-4.1-nano,110,21454,FE_k1,frontdoor,1,no,no,1,1,178,411,
gpt-4.1-nano,110,21454,DR_k3,frontdoor,1,no,no,1,1,173,457,
gpt-4.1-nano,111,25360,DR_k2,frontdoor,1,yes,yes,1,1,169,501,
gpt-4.1-nano,113,4172,PROSE,frontdoor,2,no,no,1,1,210,699,
gpt-4.1-nano,113,4172,RAW,frontdoor,2,no,no,1,1,180,700,
gpt-4.1-nano,113,4172,ORACLE,frontdoor,2,no,no,1,1,225,700,
gpt-4.1-nano,110,21454,FE_k2,frontdoor,1,no,no,1,1,181,436,
gpt-4.1-nano,111,25360,ED_k3,frontdoor,1,yes,yes,1,1,143,435,
gpt-4.1-nano,111,25360,ED_k1,frontdoor,1,yes,yes,1,1,165,482,
gpt-4.1-nano,111,25360,FE_k2,frontdoor,1,yes,yes,1,1,176,429,
gpt-4.1-nano,111,25360,FE_k1,frontdoor,1,yes,yes,1,1,173,426,
gpt-4.1-nano,111,25360,ED_k2,frontdoor,1,yes,yes,1,1,154,454,
gpt-4.1-nano,112,27111,DR_k2,frontdoor,2,no,,0,0,250,700,
gpt-4.1-nano,114,28881,PROSE,frontdoor,2,yes,yes,1,1,167,3,
gpt-4.1-nano,114,28881,RAW,frontdoor,2,yes,yes,1,1,132,3,
gpt-4.1-nano,114,28881,ORACLE,frontdoor,2,yes,yes,1,1,182,310,
gpt-4.1-nano,112,27111,ED_k1,frontdoor,2,no,no,1,1,247,700,
gpt-4.1-nano,112,27111,DR_k1,frontdoor,2,no,,0,0,250,700,
gpt-4.1-nano,112,27111,ED_k2,frontdoor,2,no,,0,0,230,700,
gpt-4.1-nano,112,27111,FE_k1,frontdoor,2,no,no,1,1,253,697,
gpt-4.1-nano,112,27111,ED_k3,frontdoor,2,no,,0,0,226,700,
gpt-4.1-nano,112,27111,FE_k2,frontdoor,2,no,,0,0,256,700,
gpt-4.1-nano,112,27111,DR_k3,frontdoor,2,no,,0,0,249,700,
gpt-4.1-nano,114,28881,DR_k1,frontdoor,2,yes,yes,1,1,181,222,
gpt-4.1-nano,115,19342,PROSE,frontdoor,2,yes,yes,1,1,149,176,
gpt-4.1-nano,115,19342,RAW,frontdoor,2,yes,no,0,1,121,3,
gpt-4.1-nano,115,19342,ORACLE,frontdoor,2,yes,yes,1,1,164,182,
gpt-4.1-nano,115,19342,DR_k1,frontdoor,2,yes,yes,1,1,157,154,
gpt-4.1-nano,113,4172,DR_k2,frontdoor,2,no,,0,0,226,700,
gpt-4.1-nano,114,28881,ED_k1,frontdoor,2,yes,yes,1,1,171,237,
gpt-4.1-nano,113,4172,ED_k1,frontdoor,2,no,no,1,1,215,700,
gpt-4.1-nano,114,28881,ED_k3,frontdoor,2,yes,yes,1,1,157,208,
gpt-4.1-nano,113,4172,DR_k1,frontdoor,2,no,yes,0,1,218,700,
gpt-4.1-nano,114,28881,DR_k2,frontdoor,2,yes,yes,1,1,183,311,
gpt-4.1-nano,114,28881,ED_k2,frontdoor,2,yes,no,0,1,168,305,
gpt-4.1-nano,113,4172,DR_k3,frontdoor,2,no,yes,0,1,224,700,
gpt-4.1-nano,114,28881,FE_k2,frontdoor,2,yes,yes,1,1,188,203,
gpt-4.1-nano,113,4172,ED_k3,frontdoor,2,no,,0,0,203,700,
gpt-4.1-nano,114,28881,FE_k1,frontdoor,2,yes,yes,1,1,185,376,
gpt-4.1-nano,116,21443,PROSE,frontdoor,2,no,,0,0,243,700,
gpt-4.1-nano,116,21443,DR_k1,frontdoor,2,no,yes,0,1,258,672,
gpt-4.1-nano,116,21443,ORACLE,frontdoor,2,no,,0,0,258,700,
gpt-4.1-nano,116,21443,RAW,frontdoor,2,no,no,1,1,206,700,
gpt-4.1-nano,113,4172,ED_k2,frontdoor,2,no,,0,0,214,700,
gpt-4.1-nano,113,4172,FE_k1,frontdoor,2,no,yes,0,1,228,700,
gpt-4.1-nano,114,28881,DR_k3,frontdoor,2,yes,no,0,1,183,267,
gpt-4.1-nano,117,27996,PROSE,frontdoor,2,yes,no,0,1,243,644,
gpt-4.1-nano,117,27996,RAW,frontdoor,2,yes,yes,1,1,207,695,
gpt-4.1-nano,117,27996,ORACLE,frontdoor,2,yes,,0,0,258,700,
gpt-4.1-nano,117,27996,DR_k1,frontdoor,2,yes,yes,1,1,259,694,
gpt-4.1-nano,115,19342,ED_k3,frontdoor,2,yes,yes,1,1,145,152,
gpt-4.1-nano,115,19342,ED_k1,frontdoor,2,yes,yes,1,1,155,157,
gpt-4.1-nano,113,4172,FE_k2,frontdoor,2,no,no,1,1,231,700,
gpt-4.1-nano,115,19342,FE_k1,frontdoor,2,yes,yes,1,1,166,163,
gpt-4.1-nano,115,19342,ED_k2,frontdoor,2,yes,yes,1,1,153,147,
gpt-4.1-nano,115,19342,FE_k2,frontdoor,2,yes,yes,1,1,169,195,
gpt-4.1-nano,115,19342,DR_k2,frontdoor,2,yes,yes,1,1,165,472,
gpt-4.1-nano,118,8962,PROSE,frontdoor,2,yes,yes,1,1,154,153,
gpt-4.1-nano,118,8962,RAW,frontdoor,2,yes,yes,1,1,124,139,
gpt-4.1-nano,118,8962,ORACLE,frontdoor,2,yes,yes,1,1,169,190,
gpt-4.1-nano,115,19342,DR_k3,frontdoor,2,yes,yes,1,1,164,439,
gpt-4.1-nano,118,8962,DR_k1,frontdoor,2,yes,yes,1,1,162,147,
gpt-4.1-nano,118,8962,DR_k3,frontdoor,2,yes,yes,1,1,169,260,
gpt-4.1-nano,117,27996,DR_k3,frontdoor,2,yes,yes,1,1,259,609,
gpt-4.1-nano,116,21443,DR_k3,frontdoor,2,no,no,1,1,248,700,
gpt-4.1-nano,116,21443,ED_k1,frontdoor,2,no,,0,0,254,700,
gpt-4.1-nano,116,21443,DR_k2,frontdoor,2,no,,0,0,258,700,
gpt-4.1-nano,116,21443,ED_k2,frontdoor,2,no,,0,0,245,700,
gpt-4.1-nano,119,4167,PROSE,frontdoor,3,no,no,1,1,214,600,
gpt-4.1-nano,119,4167,RAW,frontdoor,3,no,no,1,1,184,595,
gpt-4.1-nano,119,4167,ORACLE,frontdoor,3,no,no,1,1,229,700,
gpt-4.1-nano,117,27996,ED_k1,frontdoor,2,yes,,0,0,255,700,
gpt-4.1-nano,116,21443,FE_k1,frontdoor,2,no,no,1,1,262,700,
gpt-4.1-nano,116,21443,ED_k3,frontdoor,2,no,,0,0,233,700,
gpt-4.1-nano,117,27996,ED_k2,frontdoor,2,yes,,0,0,244,700,
gpt-4.1-nano,116,21443,FE_k2,frontdoor,2,no,yes,0,1,265,695,
gpt-4.1-nano,117,27996,DR_k2,frontdoor,2,yes,,0,0,259,700,
gpt-4.1-nano,118,8962,ED_k3,frontdoor,2,yes,yes,1,1,147,166,
gpt-4.1-nano,118,8962,ED_k1,frontdoor,2,yes,yes,1,1,167,230,
gpt-4.1-nano,120,30785,PROSE,frontdoor,3,yes,,0,0,152,700,
gpt-4.1-nano,120,30785,RAW,frontdoor,3,yes,yes,1,1,117,465,
gpt-4.1-nano,120,30785,ORACLE,frontdoor,3,yes,yes,1,1,167,612,
gpt-4.1-nano,118,8962,DR_k2,frontdoor,2,yes,yes,1,1,169,397,
gpt-4.1-nano,117,27996,ED_k3,frontdoor,2,yes,no,0,1,233,450,
gpt-4.1-nano,118,8962,FE_k2,frontdoor,2,yes,no,0,1,175,191,
gpt-4.1-nano,118,8962,ED_k2,frontdoor,2,yes,no,0,1,158,243,
gpt-4.1-nano,117,27996,FE_k2,frontdoor,2,yes,,0,0,265,700,
gpt-4.1-nano,120,30785,DR_k3,frontdoor,3,yes,,0,0,168,700,
gpt-4.1-nano,117,27996,FE_k1,frontdoor,2,yes,,0,0,262,700,
gpt-4.1-nano,118,8962,FE_k1,frontdoor,2,yes,no,0,1,172,352,
gpt-4.1-nano,121,30357,PROSE,frontdoor,3,no,no,1,1,149,333,
gpt-4.1-nano,121,30357,RAW,frontdoor,3,no,no,1,1,115,547,
gpt-4.1-nano,121,30357,ORACLE,frontdoor,3,no,yes,0,1,164,406,
gpt-4.1-nano,119,4167,ED_k1,frontdoor,3,no,no,1,1,227,571,
gpt-4.1-nano,119,4167,FE_k1,frontdoor,3,no,no,1,1,232,570,
gpt-4.1-nano,119,4167,ED_k2,frontdoor,3,no,no,1,1,217,668,
gpt-4.1-nano,119,4167,DR_k1,frontdoor,3,no,no,1,1,229,700,
gpt-4.1-nano,119,4167,DR_k3,frontdoor,3,no,no,1,1,229,700,
gpt-4.1-nano,119,4167,DR_k2,frontdoor,3,no,no,1,1,230,700,
gpt-4.1-nano,119,4167,ED_k3,frontdoor,3,no,no,1,1,209,700,
gpt-4.1-nano,119,4167,FE_k2,frontdoor,3,no,no,1,1,235,604,
gpt-4.1-nano,122,22284,PROSE,frontdoor,3,no,no,1,1,244,600,
gpt-4.1-nano,122,22284,RAW,frontdoor,3,no,yes,0,1,207,648,
gpt-4.1-nano,120,30785,ED_k2,frontdoor,3,yes,no,0,1,152,620,
gpt-4.1-nano,122,22284,ORACLE,frontdoor,3,no,,0,0,259,700,
gpt-4.1-nano,122,22284,DR_k2,frontdoor,3,no,yes,0,1,260,629,
gpt-4.1-nano,120,30785,FE_k1,frontdoor,3,yes,yes,1,1,170,674,
gpt-4.1-nano,121,30357,ED_k1,frontdoor,3,no,no,1,1,161,240,
gpt-4.1-nano,120,30785,DR_k1,frontdoor,3,yes,no,0,1,168,700,
gpt-4.1-nano,120,30785,ED_k3,frontdoor,3,yes,no,0,1,142,633,
gpt-4.1-nano,121,30357,DR_k1,frontdoor,3,no,no,1,1,164,345,
gpt-4.1-nano,120,30785,ED_k1,frontdoor,3,yes,no,0,1,156,474,
gpt-4.1-nano,123,4248,PROSE,frontdoor,3,no,no,1,1,214,638,
gpt-4.1-nano,123,4248,RAW,frontdoor,3,no,no,1,1,184,562,
gpt-4.1-nano,123,4248,ORACLE,frontdoor,3,no,no,1,1,229,700,
gpt-4.1-nano,121,30357,ED_k2,frontdoor,3,no,no,1,1,150,265,
gpt-4.1-nano,123,4248,DR_k1,frontdoor,3,no,no,1,1,229,700,
