model,item,cond,graph_id,rung,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,90,DR_k1,diamondcut,2,yes,yes,1,1,198,525,
gpt-4.1-nano,92,PROSE,diamondcut,2,no,yes,0,1,183,397,
gpt-4.1-nano,91,DR_k1,diamondcut,2,no,yes,0,1,199,538,
gpt-4.1-nano,91,ORACLE,diamondcut,2,no,yes,0,1,199,700,
gpt-4.1-nano,91,RAW,diamondcut,2,no,,0,0,150,700,
gpt-4.1-nano,94,RAW,diamondcut,2,no,no,1,1,93,74,
gpt-4.1-nano,94,PROSE,diamondcut,2,no,yes,0,1,128,265,
gpt-4.1-nano,93,DR_k1,diamondcut,2,yes,no,0,1,147,276,
gpt-4.1-nano,93,ORACLE,diamondcut,2,yes,no,0,1,147,320,
gpt-4.1-nano,92,RAW,diamondcut,2,no,no,1,1,150,700,
gpt-4.1-nano,90,PROSE,diamondcut,2,yes,no,0,1,183,700,
gpt-4.1-nano,92,ORACLE,diamondcut,2,no,yes,0,1,199,668,
gpt-4.1-nano,92,DR_k1,diamondcut,2,no,yes,0,1,199,568,
gpt-4.1-nano,96,RAW,diamondcut,3,no,yes,0,1,87,110,
gpt-4.1-nano,95,ORACLE,diamondcut,3,no,yes,0,1,138,138,
gpt-4.1-nano,94,DR_k1,diamondcut,2,no,yes,0,1,143,221,
gpt-4.1-nano,95,RAW,diamondcut,3,no,no,1,1,86,221,
gpt-4.1-nano,95,PROSE,diamondcut,3,no,yes,0,1,123,139,
gpt-4.1-nano,95,DR_k1,diamondcut,3,no,yes,0,1,137,183,
gpt-4.1-nano,96,ORACLE,diamondcut,3,no,yes,0,1,137,98,
gpt-4.1-nano,96,PROSE,diamondcut,3,no,yes,0,1,122,138,
gpt-4.1-nano,96,DR_k1,diamondcut,3,no,yes,0,1,138,158,
gpt-4.1-nano,99,ORACLE,diamondcut,3,yes,yes,1,1,138,101,
gpt-4.1-nano,99,PROSE,diamondcut,3,yes,yes,1,1,123,124,
gpt-4.1-nano,97,RAW,diamondcut,3,yes,no,0,1,173,580,
gpt-4.1-nano,99,DR_k1,diamondcut,3,yes,yes,1,1,138,189,
gpt-4.1-nano,100,RAW,fork,1,no,no,1,1,94,442,
gpt-4.1-nano,97,ORACLE,diamondcut,3,yes,no,0,1,221,700,
gpt-4.1-nano,97,DR_k1,diamondcut,3,yes,no,0,1,221,572,
gpt-4.1-nano,98,DR_k1,diamondcut,3,yes,yes,1,1,236,467,
gpt-4.1-nano,97,PROSE,diamondcut,3,yes,no,0,1,206,619,
gpt-4.1-nano,98,PROSE,diamondcut,3,yes,no,0,1,221,600,
gpt-4.1-nano,98,RAW,diamondcut,3,yes,no,0,1,183,700,
gpt-4.1-nano,100,PROSE,fork,1,no,yes,0,1,115,421,
gpt-4.1-nano,100,ORACLE,fork,1,no,no,1,1,130,677,
gpt-4.1-nano,94,ORACLE,diamondcut,2,no,yes,0,1,143,226,
gpt-4.1-nano,102,RAW,fork,1,yes,yes,1,1,104,153,
gpt-4.1-nano,99,RAW,diamondcut,3,yes,no,0,1,86,198,
gpt-4.1-nano,98,ORACLE,diamondcut,3,yes,,0,0,236,700,
gpt-4.1-nano,101,RAW,fork,1,yes,no,0,1,93,430,
gpt-4.1-nano,102,DR_k1,fork,1,yes,yes,1,1,142,199,
gpt-4.1-nano,102,ORACLE,fork,1,yes,yes,1,1,142,240,
gpt-4.1-nano,101,DR_k1,fork,1,yes,no,0,1,131,378,
gpt-4.1-nano,102,PROSE,fork,1,yes,no,0,1,127,343,
gpt-4.1-nano,103,RAW,fork,1,no,no,1,1,99,269,
gpt-4.1-nano,106,PROSE,fork,2,no,,0,0,109,14,
gpt-4.1-nano,100,DR_k1,fork,1,no,no,1,1,131,659,
gpt-4.1-nano,105,DR_k1,fork,2,no,,0,0,128,20,
gpt-4.1-nano,104,ORACLE,fork,1,yes,yes,1,1,127,271,
gpt-4.1-nano,105,RAW,fork,2,no,,0,0,91,14,
gpt-4.1-nano,105,PROSE,fork,2,no,yes,0,1,112,161,
gpt-4.1-nano,106,RAW,fork,2,no,,0,0,89,14,
gpt-4.1-nano,106,ORACLE,fork,2,no,,0,0,125,20,
gpt-4.1-nano,101,PROSE,fork,1,yes,,0,0,116,700,
gpt-4.1-nano,104,DR_k1,fork,1,yes,no,0,1,127,411,
gpt-4.1-nano,103,ORACLE,fork,1,no,yes,0,1,135,387,
gpt-4.1-nano,103,PROSE,fork,1,no,no,1,1,120,379,
gpt-4.1-nano,101,ORACLE,fork,1,yes,no,0,1,131,700,
gpt-4.1-nano,105,ORACLE,fork,2,no,yes,0,1,127,198,
gpt-4.1-nano,107,RAW,fork,2,yes,no,0,1,93,110,
gpt-4.1-nano,103,DR_k1,fork,1,no,no,1,1,136,393,
gpt-4.1-nano,104,PROSE,fork,1,yes,yes,1,1,111,503,
gpt-4.1-nano,109,RAW,fork,2,no,,0,0,93,14,
gpt-4.1-nano,110,RAW,fork,3,no,,0,0,89,14,
gpt-4.1-nano,108,PROSE,fork,2,yes,yes,1,1,117,229,
gpt-4.1-nano,107,ORACLE,fork,2,yes,yes,1,1,131,233,
gpt-4.1-nano,108,DR_k1,fork,2,yes,yes,1,1,132,109,
gpt-4.1-nano,109,ORACLE,fork,2,no,yes,0,1,131,174,
gpt-4.1-nano,106,DR_k1,fork,2,no,yes,0,1,125,163,
gpt-4.1-nano,104,RAW,fork,1,yes,no,0,1,91,618,
gpt-4.1-nano,112,RAW,fork,3,no,,0,0,89,16,
gpt-4.1-nano,107,PROSE,fork,2,yes,yes,1,1,116,261,
gpt-4.1-nano,108,RAW,fork,2,yes,yes,1,1,94,173,
gpt-4.1-nano,110,PROSE,fork,3,no,yes,0,1,110,166,
gpt-4.1-nano,110,ORACLE,fork,3,no,yes,0,1,125,151,
gpt-4.1-nano,111,ORACLE,fork,3,yes,yes,1,1,111,84,
gpt-4.1-nano,112,PROSE,fork,3,no,,0,0,109,14,
gpt-4.1-nano,111,PROSE,fork,3,yes,yes,1,1,96,77,
gpt-4.1-nano,111,RAW,fork,3,yes,no,0,1,76,134,
gpt-4.1-nano,110,DR_k1,fork,3,no,yes,0,1,126,186,
gpt-4.1-nano,109,PROSE,fork,2,no,yes,0,1,116,177,
gpt-4.1-nano,111,DR_k1,fork,3,yes,yes,1,1,112,190,
gpt-4.1-nano,107,DR_k1,fork,2,yes,yes,1,1,130,153,
gpt-4.1-nano,113,ORACLE,fork,3,yes,,0,0,124,20,
gpt-4.1-nano,113,DR_k1,fork,3,yes,,0,0,124,20,
gpt-4.1-nano,108,ORACLE,fork,2,yes,yes,1,1,132,302,
gpt-4.1-nano,114,ORACLE,fork,3,yes,no,0,1,116,86,
gpt-4.1-nano,114,PROSE,fork,3,yes,yes,1,1,101,86,
gpt-4.1-nano,109,DR_k1,fork,2,no,yes,0,1,131,313,
gpt-4.1-nano,114,RAW,fork,3,yes,yes,1,1,78,148,
gpt-4.1-nano,112,DR_k1,fork,3,no,yes,0,1,124,142,
gpt-4.1-nano,113,PROSE,fork,3,yes,yes,1,1,109,211,
gpt-4.1-nano,112,ORACLE,fork,3,no,,0,0,124,20,
gpt-4.1-nano,114,DR_k1,fork,3,yes,no,0,1,116,294,
gpt-4.1-nano,115,RAW,frontdoor,1,yes,no,0,1,98,376,
gpt-4.1-nano,115,DR_k1,frontdoor,1,yes,no,0,1,146,445,
gpt-4.1-nano,115,PROSE,frontdoor,1,yes,no,0,1,131,700,
gpt-4.1-nano,116,PROSE,frontdoor,1,yes,yes,1,1,135,453,
gpt-4.1-nano,116,ORACLE,frontdoor,1,yes,yes,1,1,150,572,
gpt-4.1-nano,116,DR_k1,frontdoor,1,yes,no,0,1,150,530,
gpt-4.1-nano,116,RAW,frontdoor,1,yes,yes,1,1,99,518,
gpt-4.1-nano,115,ORACLE,frontdoor,1,yes,no,0,1,146,700,
gpt-4.1-nano,118,RAW,frontdoor,1,yes,no,0,1,101,398,
gpt-4.1-nano,118,ORACLE,frontdoor,1,yes,no,0,1,151,474,
gpt-4.1-nano,117,PROSE,frontdoor,1,yes,,0,0,140,700,
gpt-4.1-nano,118,DR_k1,frontdoor,1,yes,yes,1,1,152,493,
gpt-4.1-nano,113,RAW,fork,3,yes,,0,0,89,16,
gpt-4.1-nano,120,DR_k1,frontdoor,2,no,no,1,1,143,174,
gpt-4.1-nano,117,RAW,frontdoor,1,yes,no,0,1,103,619,
gpt-4.1-nano,118,PROSE,frontdoor,1,yes,,0,0,136,700,
gpt-4.1-nano,120,PROSE,frontdoor,2,no,no,1,1,135,233,
gpt-4.1-nano,120,RAW,frontdoor,2,no,no,1,1,100,165,
gpt-4.1-nano,122,PROSE,frontdoor,2,yes,no,0,1,138,3,
gpt-4.1-nano,117,ORACLE,frontdoor,1,yes,no,0,1,155,677,
gpt-4.1-nano,119,ORACLE,frontdoor,1,no,yes,0,1,150,435,
gpt-4.1-nano,117,DR_k1,frontdoor,1,yes,,0,0,154,700,
gpt-4.1-nano,122,DR_k1,frontdoor,2,yes,no,0,1,154,213,
gpt-4.1-nano,120,ORACLE,frontdoor,2,no,no,1,1,150,331,
gpt-4.1-nano,122,ORACLE,frontdoor,2,yes,no,0,1,154,240,
gpt-4.1-nano,122,RAW,frontdoor,2,yes,no,0,1,105,161,
gpt-4.1-nano,119,DR_k1,frontdoor,1,no,no,1,1,150,564,
gpt-4.1-nano,121,ORACLE,frontdoor,2,no,yes,0,1,238,554,
gpt-4.1-nano,121,PROSE,frontdoor,2,no,,0,0,223,700,
gpt-4.1-nano,121,RAW,frontdoor,2,no,,0,0,190,700,
gpt-4.1-nano,121,DR_k1,frontdoor,2,no,,0,0,238,700,
gpt-4.1-nano,123,ORACLE,frontdoor,2,no,,0,0,253,700,
gpt-4.1-nano,123,RAW,frontdoor,2,no,no,1,1,201,700,
gpt-4.1-nano,123,PROSE,frontdoor,2,no,no,1,1,238,700,
gpt-4.1-nano,119,RAW,frontdoor,1,no,yes,0,1,99,491,
gpt-4.1-nano,119,PROSE,frontdoor,1,no,yes,0,1,135,660,
gpt-4.1-nano,124,ORACLE,frontdoor,2,no,no,1,1,239,700,
gpt-4.1-nano,124,RAW,frontdoor,2,no,,0,0,190,700,
gpt-4.1-nano,124,PROSE,frontdoor,2,no,no,1,1,223,700,
gpt-4.1-nano,125,PROSE,frontdoor,3,yes,,0,0,227,700,
gpt-4.1-nano,123,DR_k1,frontdoor,2,no,,0,0,252,700,
gpt-4.1-nano,124,DR_k1,frontdoor,2,no,no,1,1,239,700,
gpt-4.1-nano,125,RAW,frontdoor,3,yes,yes,1,1,190,656,
gpt-4.1-nano,125,ORACLE,frontdoor,3,yes,yes,1,1,242,700,
gpt-4.1-nano,126,RAW,frontdoor,3,no,yes,0,1,181,599,
gpt-4.1-nano,125,DR_k1,frontdoor,3,yes,yes,1,1,242,700,
gpt-4.1-nano,126,PROSE,frontdoor,3,no,no,1,1,215,646,
gpt-4.1-nano,129,PROSE,frontdoor,3,no,yes,0,1,136,209,
gpt-4.1-nano,126,ORACLE,frontdoor,3,no,,0,0,230,700,
gpt-4.1-nano,126,DR_k1,frontdoor,3,no,,0,0,231,700,
gpt-4.1-nano,127,PROSE,frontdoor,3,yes,no,0,1,232,700,
gpt-4.1-nano,127,RAW,frontdoor,3,yes,,0,0,195,700,
gpt-4.1-nano,128,ORACLE,frontdoor,3,no,no,1,1,247,527,
gpt-4.1-nano,128,DR_k1,frontdoor,3,no,yes,0,1,247,461,
gpt-4.1-nano,128,RAW,frontdoor,3,no,,0,0,195,700,
gpt-4.1-nano,127,DR_k1,frontdoor,3,yes,yes,1,1,247,695,
gpt-4.1-nano,130,PROSE,mediation,1,yes,yes,1,1,130,270,
gpt-4.1-nano,127,ORACLE,frontdoor,3,yes,yes,1,1,247,681,
gpt-4.1-nano,129,ORACLE,frontdoor,3,no,yes,0,1,151,440,
gpt-4.1-nano,129,RAW,frontdoor,3,no,no,1,1,99,358,
gpt-4.1-nano,129,DR_k1,frontdoor,3,no,no,1,1,144,247,
gpt-4.1-nano,128,PROSE,frontdoor,3,no,,0,0,232,700,
gpt-4.1-nano,130,RAW,mediation,1,yes,no,0,1,104,285,
gpt-4.1-nano,131,ORACLE,mediation,1,no,no,1,1,131,446,
gpt-4.1-nano,130,ORACLE,mediation,1,yes,yes,1,1,145,608,
gpt-4.1-nano,132,RAW,mediation,1,no,yes,0,1,99,247,
gpt-4.1-nano,131,RAW,mediation,1,no,yes,0,1,91,497,
gpt-4.1-nano,131,DR_k1,mediation,1,no,yes,0,1,132,509,
gpt-4.1-nano,131,PROSE,mediation,1,no,yes,0,1,116,470,
gpt-4.1-nano,133,ORACLE,mediation,1,no,yes,0,1,142,264,
gpt-4.1-nano,132,PROSE,mediation,1,no,no,1,1,122,380,
gpt-4.1-nano,136,RAW,mediation,2,no,yes,0,1,100,120,
gpt-4.1-nano,132,ORACLE,mediation,1,no,yes,0,1,137,375,
gpt-4.1-nano,136,DR_k1,mediation,2,no,yes,0,1,141,224,
gpt-4.1-nano,130,DR_k1,mediation,1,yes,yes,1,1,145,324,
gpt-4.1-nano,132,DR_k1,mediation,1,no,yes,0,1,137,459,
gpt-4.1-nano,133,PROSE,mediation,1,no,yes,0,1,127,307,
gpt-4.1-nano,137,RAW,mediation,2,no,,0,0,91,14,
gpt-4.1-nano,133,RAW,mediation,1,no,no,1,1,101,285,
gpt-4.1-nano,138,RAW,mediation,2,no,yes,0,1,102,125,
gpt-4.1-nano,135,ORACLE,mediation,2,yes,yes,1,1,130,229,
gpt-4.1-nano,135,PROSE,mediation,2,yes,yes,1,1,115,236,
gpt-4.1-nano,135,DR_k1,mediation,2,yes,yes,1,1,130,231,
gpt-4.1-nano,135,RAW,mediation,2,yes,no,0,1,92,149,
gpt-4.1-nano,139,RAW,mediation,2,yes,,0,0,89,15,
gpt-4.1-nano,138,ORACLE,mediation,2,no,yes,0,1,143,215,
gpt-4.1-nano,133,DR_k1,mediation,1,no,yes,0,1,141,468,
gpt-4.1-nano,139,DR_k1,mediation,2,yes,,0,0,127,19,
gpt-4.1-nano,136,PROSE,mediation,2,no,no,1,1,126,413,
gpt-4.1-nano,139,PROSE,mediation,2,yes,yes,1,1,112,147,
gpt-4.1-nano,134,DR_k1,mediation,1,yes,no,0,1,129,514,
gpt-4.1-nano,137,DR_k1,mediation,2,no,no,1,1,131,441,
gpt-4.1-nano,140,PROSE,mediation,3,no,,0,0,117,14,
gpt-4.1-nano,138,PROSE,mediation,2,no,yes,0,1,128,259,
gpt-4.1-nano,137,PROSE,mediation,2,no,yes,0,1,117,200,
gpt-4.1-nano,140,RAW,mediation,3,no,,0,0,91,16,
gpt-4.1-nano,140,DR_k1,mediation,3,no,,0,0,131,19,
gpt-4.1-nano,134,ORACLE,mediation,1,yes,yes,1,1,129,551,
gpt-4.1-nano,142,ORACLE,mediation,3,no,,0,0,224,700,
gpt-4.1-nano,138,DR_k1,mediation,2,no,yes,0,1,143,204,
gpt-4.1-nano,143,ORACLE,mediation,3,no,no,1,1,116,281,
gpt-4.1-nano,136,ORACLE,mediation,2,no,no,1,1,141,252,
gpt-4.1-nano,139,ORACLE,mediation,2,yes,yes,1,1,127,234,
gpt-4.1-nano,134,RAW,mediation,1,yes,no,0,1,91,510,
gpt-4.1-nano,144,ORACLE,mediation,3,no,no,1,1,113,166,
gpt-4.1-nano,143,PROSE,mediation,3,no,yes,0,1,101,132,
gpt-4.1-nano,143,RAW,mediation,3,no,yes,0,1,75,140,
gpt-4.1-nano,143,DR_k1,mediation,3,no,yes,0,1,115,191,
gpt-4.1-nano,140,ORACLE,mediation,3,no,no,1,1,132,461,
gpt-4.1-nano,134,PROSE,mediation,1,yes,no,0,1,114,700,
gpt-4.1-nano,142,RAW,mediation,3,no,yes,0,1,183,313,
gpt-4.1-nano,144,RAW,mediation,3,no,no,1,1,75,172,
gpt-4.1-nano,137,ORACLE,mediation,2,no,yes,0,1,132,444,
gpt-4.1-nano,142,DR_k1,mediation,3,no,yes,0,1,225,401,
gpt-4.1-nano,144,PROSE,mediation,3,no,yes,0,1,98,505,
gpt-4.1-nano,142,PROSE,mediation,3,no,no,1,1,209,610,
gpt-4.1-nano,141,PROSE,mediation,3,no,,0,0,204,700,
gpt-4.1-nano,141,DR_k1,mediation,3,no,yes,0,1,218,622,
gpt-4.1-nano,144,DR_k1,mediation,3,no,yes,0,1,113,479,
gpt-4.1-nano,141,RAW,mediation,3,no,,0,0,179,700,
gpt-4.1-nano,141,ORACLE,mediation,3,no,,0,0,219,700,
gpt-4.1-mini,0,RAW,IV,1,no,yes,0,1,107,242,
gpt-4.1-mini,3,RAW,IV,1,yes,no,0,1,107,158,
gpt-4.1-mini,1,RAW,IV,1,no,no,1,1,107,310,
gpt-4.1-mini,1,PROSE,IV,1,no,no,1,1,141,271,
gpt-4.1-mini,1,DR_k1,IV,1,no,no,1,1,157,254,
gpt-4.1-mini,2,RAW,IV,1,no,yes,0,1,98,370,
gpt-4.1-mini,3,ORACLE,IV,1,yes,yes,1,1,157,392,
gpt-4.1-mini,0,ORACLE,IV,1,no,no,1,1,157,469,
gpt-4.1-mini,1,ORACLE,IV,1,no,yes,0,1,156,402,
gpt-4.1-mini,0,DR_k1,IV,1,no,yes,0,1,158,419,
gpt-4.1-mini,0,PROSE,IV,1,no,no,1,1,142,426,
gpt-4.1-mini,4,RAW,IV,1,yes,no,0,1,106,293,
gpt-4.1-mini,6,PROSE,IV,2,yes,yes,1,1,140,3,
gpt-4.1-mini,6,RAW,IV,2,yes,no,0,1,106,3,
gpt-4.1-mini,4,DR_k1,IV,1,yes,yes,1,1,154,352,
gpt-4.1-mini,5,RAW,IV,2,no,yes,0,1,129,185,
gpt-4.1-mini,2,DR_k1,IV,1,no,no,1,1,140,596,
gpt-4.1-mini,2,PROSE,IV,1,no,no,1,1,131,645,
gpt-4.1-mini,7,RAW,IV,2,no,no,1,1,99,3,
gpt-4.1-mini,3,PROSE,IV,1,yes,yes,1,1,142,587,
gpt-4.1-mini,8,RAW,IV,2,yes,no,0,1,134,33,
gpt-4.1-mini,5,PROSE,IV,2,no,no,1,1,162,464,
gpt-4.1-mini,4,ORACLE,IV,1,yes,no,0,1,154,436,
gpt-4.1-mini,6,DR_k1,IV,2,yes,no,0,1,148,226,
gpt-4.1-mini,2,ORACLE,IV,1,no,no,1,1,147,563,
gpt-4.1-mini,3,DR_k1,IV,1,yes,no,0,1,157,326,
gpt-4.1-mini,6,ORACLE,IV,2,yes,yes,1,1,155,235,
gpt-4.1-mini,9,RAW,IV,2,yes,no,0,1,109,3,
gpt-4.1-mini,8,DR_k1,IV,2,yes,yes,1,1,177,276,
gpt-4.1-mini,7,PROSE,IV,2,no,yes,0,1,132,224,
gpt-4.1-mini,10,ORACLE,IV,3,no,yes,0,1,156,159,
gpt-4.1-mini,5,ORACLE,IV,2,no,no,1,1,177,662,
gpt-4.1-mini,10,PROSE,IV,3,no,yes,0,1,141,206,
gpt-4.1-mini,5,DR_k1,IV,2,no,no,1,1,177,700,
gpt-4.1-mini,10,RAW,IV,3,no,yes,0,1,104,164,
gpt-4.1-mini,9,ORACLE,IV,2,yes,no,0,1,161,236,
gpt-4.1-mini,7,ORACLE,IV,2,no,no,1,1,147,217,
gpt-4.1-mini,9,DR_k1,IV,2,yes,no,0,1,154,270,
gpt-4.1-mini,11,RAW,IV,3,no,no,1,1,99,155,
gpt-4.1-mini,11,PROSE,IV,3,no,yes,0,1,132,148,
gpt-4.1-mini,11,DR_k1,IV,3,no,yes,0,1,141,245,
gpt-4.1-mini,9,PROSE,IV,2,yes,yes,1,1,146,91,
gpt-4.1-mini,10,DR_k1,IV,3,no,yes,0,1,155,388,
gpt-4.1-mini,12,RAW,IV,3,no,no,1,1,104,141,
gpt-4.1-mini,14,ORACLE,IV,3,yes,yes,1,1,149,164,
gpt-4.1-mini,13,RAW,IV,3,no,yes,0,1,100,127,
gpt-4.1-mini,7,DR_k1,IV,2,no,yes,0,1,147,571,
gpt-4.1-mini,8,ORACLE,IV,2,yes,no,0,1,184,700,
gpt-4.1-mini,11,ORACLE,IV,3,no,yes,0,1,148,204,
gpt-4.1-mini,12,PROSE,IV,3,no,no,1,1,138,151,
gpt-4.1-mini,12,DR_k1,IV,3,no,no,1,1,153,252,
gpt-4.1-mini,13,ORACLE,IV,3,no,yes,0,1,151,191,
gpt-4.1-mini,14,PROSE,IV,3,yes,yes,1,1,134,196,
gpt-4.1-mini,14,RAW,IV,3,yes,yes,1,1,100,222,
gpt-4.1-mini,13,DR_k1,IV,3,no,yes,0,1,152,209,
gpt-4.1-mini,14,DR_k1,IV,3,yes,yes,1,1,149,205,
gpt-4.1-mini,8,PROSE,IV,2,yes,yes,1,1,169,633,
gpt-4.1-mini,12,ORACLE,IV,3,no,no,1,1,153,204,
gpt-4.1-mini,13,PROSE,IV,3,no,yes,0,1,136,328,
gpt-4.1-mini,15,RAW,arrowhead,1,yes,no,0,1,109,402,
gpt-4.1-mini,15,PROSE,arrowhead,1,yes,,0,0,146,700,
gpt-4.1-mini,16,RAW,arrowhead,1,no,yes,0,1,98,356,
gpt-4.1-mini,18,RAW,arrowhead,1,no,no,1,1,106,275,
gpt-4.1-mini,15,DR_k1,arrowhead,1,yes,yes,1,1,162,700,
gpt-4.1-mini,16,PROSE,arrowhead,1,no,no,1,1,134,498,
gpt-4.1-mini,17,RAW,arrowhead,1,no,no,1,1,103,521,
gpt-4.1-mini,16,ORACLE,arrowhead,1,no,yes,0,1,150,692,
gpt-4.1-mini,17,PROSE,arrowhead,1,no,no,1,1,143,571,
gpt-4.1-mini,19,PROSE,arrowhead,1,no,yes,0,1,142,360,
gpt-4.1-mini,18,ORACLE,arrowhead,1,no,yes,0,1,157,467,
gpt-4.1-mini,18,PROSE,arrowhead,1,no,no,1,1,142,690,
gpt-4.1-mini,17,ORACLE,arrowhead,1,no,yes,0,1,158,647,
gpt-4.1-mini,20,RAW,arrowhead,2,yes,no,0,1,99,83,
gpt-4.1-mini,15,ORACLE,arrowhead,1,yes,yes,1,1,161,466,
gpt-4.1-mini,18,DR_k1,arrowhead,1,no,yes,0,1,157,557,
gpt-4.1-mini,17,DR_k1,arrowhead,1,no,yes,0,1,159,700,
gpt-4.1-mini,21,RAW,arrowhead,2,yes,yes,1,1,99,16,
gpt-4.1-mini,20,PROSE,arrowhead,2,yes,yes,1,1,140,290,
gpt-4.1-mini,21,ORACLE,arrowhead,2,yes,yes,1,1,155,183,
gpt-4.1-mini,22,PROSE,arrowhead,2,no,yes,0,1,140,124,
gpt-4.1-mini,23,RAW,arrowhead,2,no,no,1,1,108,3,
gpt-4.1-mini,22,RAW,arrowhead,2,no,no,1,1,99,287,
gpt-4.1-mini,19,RAW,arrowhead,1,no,yes,0,1,101,396,
gpt-4.1-mini,20,ORACLE,arrowhead,2,yes,yes,1,1,155,409,
gpt-4.1-mini,22,DR_k1,arrowhead,2,no,yes,0,1,154,264,
gpt-4.1-mini,21,DR_k1,arrowhead,2,yes,no,0,1,155,416,
gpt-4.1-mini,24,RAW,arrowhead,2,no,no,1,1,105,3,
gpt-4.1-mini,19,ORACLE,arrowhead,1,no,no,1,1,157,700,
gpt-4.1-mini,21,PROSE,arrowhead,2,yes,yes,1,1,140,353,
gpt-4.1-mini,20,DR_k1,arrowhead,2,yes,yes,1,1,154,410,
gpt-4.1-mini,24,PROSE,arrowhead,2,no,no,1,1,141,238,
gpt-4.1-mini,23,PROSE,arrowhead,2,no,no,1,1,149,209,
gpt-4.1-mini,19,DR_k1,arrowhead,1,no,no,1,1,157,700,
gpt-4.1-mini,23,ORACLE,arrowhead,2,no,no,1,1,164,458,
gpt-4.1-mini,24,ORACLE,arrowhead,2,no,no,1,1,156,276,
gpt-4.1-mini,22,ORACLE,arrowhead,2,no,no,1,1,155,621,
gpt-4.1-mini,16,DR_k1,arrowhead,1,no,no,1,1,150,691,
gpt-4.1-mini,23,DR_k1,arrowhead,2,no,no,1,1,163,275,
gpt-4.1-mini,4,PROSE,IV,1,yes,yes,1,1,139,444,
gpt-4.1-mini,24,DR_k1,arrowhead,2,no,no,1,1,156,528,
gpt-4.1-mini,26,RAW,arrowhead,3,yes,no,0,1,241,440,
gpt-4.1-mini,25,RAW,arrowhead,3,no,no,1,1,253,486,
gpt-4.1-mini,27,RAW,arrowhead,3,yes,no,0,1,242,343,
gpt-4.1-mini,27,PROSE,arrowhead,3,yes,,0,0,279,700,
gpt-4.1-mini,28,PROSE,arrowhead,3,yes,no,0,1,290,531,
gpt-4.1-mini,25,PROSE,arrowhead,3,no,,0,0,293,700,
gpt-4.1-mini,26,ORACLE,arrowhead,3,yes,no,0,1,292,700,
gpt-4.1-mini,27,ORACLE,arrowhead,3,yes,no,0,1,294,509,
gpt-4.1-mini,25,DR_k1,arrowhead,3,no,no,1,1,309,700,
gpt-4.1-mini,25,ORACLE,arrowhead,3,no,no,1,1,308,700,
gpt-4.1-mini,30,PROSE,chain,1,yes,no,0,1,123,274,
gpt-4.1-mini,30,RAW,chain,1,yes,no,0,1,101,266,
gpt-4.1-mini,28,ORACLE,arrowhead,3,yes,yes,1,1,305,661,
gpt-4.1-mini,28,RAW,arrowhead,3,yes,yes,1,1,250,700,
gpt-4.1-mini,30,DR_k1,chain,1,yes,no,0,1,130,163,
gpt-4.1-mini,26,DR_k1,arrowhead,3,yes,yes,1,1,292,663,
gpt-4.1-mini,27,DR_k1,arrowhead,3,yes,no,0,1,294,700,
gpt-4.1-mini,30,ORACLE,chain,1,yes,no,0,1,138,268,
gpt-4.1-mini,29,PROSE,arrowhead,3,yes,no,0,1,284,700,
gpt-4.1-mini,28,DR_k1,arrowhead,3,yes,no,0,1,304,700,
gpt-4.1-mini,31,PROSE,chain,1,no,no,1,1,123,377,
gpt-4.1-mini,31,RAW,chain,1,no,yes,0,1,101,353,
gpt-4.1-mini,32,ORACLE,chain,1,no,yes,0,1,138,210,
gpt-4.1-mini,32,PROSE,chain,1,no,yes,0,1,123,194,
gpt-4.1-mini,29,ORACLE,arrowhead,3,yes,no,0,1,299,582,
gpt-4.1-mini,32,RAW,chain,1,no,no,1,1,102,239,
gpt-4.1-mini,33,PROSE,chain,1,yes,yes,1,1,123,178,
gpt-4.1-mini,31,ORACLE,chain,1,no,no,1,1,138,227,
gpt-4.1-mini,35,RAW,chain,2,no,,0,0,89,15,
gpt-4.1-mini,29,RAW,arrowhead,3,yes,no,0,1,247,700,
gpt-4.1-mini,31,DR_k1,chain,1,no,no,1,1,137,269,
gpt-4.1-mini,33,RAW,chain,1,yes,yes,1,1,102,257,
gpt-4.1-mini,32,DR_k1,chain,1,no,no,1,1,139,346,
gpt-4.1-mini,29,DR_k1,arrowhead,3,yes,no,0,1,300,700,
gpt-4.1-mini,36,RAW,chain,2,no,,0,0,91,15,
gpt-4.1-mini,35,PROSE,chain,2,no,yes,0,1,109,3,
gpt-4.1-mini,37,PROSE,chain,2,no,no,1,1,122,3,
gpt-4.1-mini,37,RAW,chain,2,no,no,1,1,100,3,
gpt-4.1-mini,35,ORACLE,chain,2,no,no,1,1,125,142,
gpt-4.1-mini,36,PROSE,chain,2,no,yes,0,1,112,139,
gpt-4.1-mini,35,DR_k1,chain,2,no,no,1,1,118,143,
gpt-4.1-mini,38,RAW,chain,2,no,no,1,1,99,3,
gpt-4.1-mini,38,PROSE,chain,2,no,no,1,1,121,3,
gpt-4.1-mini,39,PROSE,chain,2,no,no,1,1,124,3,
gpt-4.1-mini,33,ORACLE,chain,1,yes,yes,1,1,138,330,
gpt-4.1-mini,39,RAW,chain,2,no,no,1,1,102,3,
gpt-4.1-mini,37,DR_k1,chain,2,no,no,1,1,129,177,
gpt-4.1-mini,36,DR_k1,chain,2,no,no,1,1,128,244,
