model,lexicon,cond,item,old_pred,new_pred,old_correct,new_correct
gpt-4.1,PSEUDO,RAW,49,no,no,0,0
gpt-4.1,PSEUDO,RAW,50,no,yes,0,1
gpt-4.1,PSEUDO,RAW,51,no,no,0,0
gpt-4.1,PSEUDO,RAW,52,no,no,1,1
gpt-4.1,PSEUDO,RAW,53,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,54,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,55,no,no,1,1
gpt-4.1,PSEUDO,RAW,58,no,no,1,1
gpt-4.1,PSEUDO,RAW,59,no,no,0,0
gpt-4.1,PSEUDO,RAW,60,no,no,1,1
gpt-4.1,PSEUDO,RAW,62,no,no,1,1
gpt-4.1,PSEUDO,RAW,63,no,no,1,1
gpt-4.1,PSEUDO,RAW,65,no,no,0,0
gpt-4.1,PSEUDO,RAW,75,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,77,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,78,no,no,1,1
gpt-4.1,PSEUDO,RAW,79,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,80,no,yes,1,0
gpt-4.1,PSEUDO,RAW,81,no,no,0,0
gpt-4.1,PSEUDO,RAW,82,no,yes,1,0
gpt-4.1,PSEUDO,RAW,83,no,no,1,1
gpt-4.1,PSEUDO,RAW,90,no,no,0,0
gpt-4.1,PSEUDO,RAW,91,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,93,no,no,1,1
gpt-4.1,PSEUDO,RAW,96,no,no,0,0
gpt-4.1,PSEUDO,RAW,97,no,no,0,0
gpt-4.1,PSEUDO,RAW,98,no,no,1,1
gpt-4.1,PSEUDO,RAW,99,no,no,0,0
gpt-4.1,PSEUDO,RAW,100,no,no,0,0
gpt-4.1,PSEUDO,RAW,101,no,no,0,0
gpt-4.1,PSEUDO,RAW,110,no,no,0,0
gpt-4.1,PSEUDO,RAW,112,no,no,0,0
gpt-4.1,PSEUDO,RAW,114,no,no,0,0
gpt-4.1,PSEUDO,RAW,115,,no,0,1
gpt-4.1,PSEUDO,RAW,116,no,no,0,0
gpt-4.1,PSEUDO,RAW,117,,no,0,0
gpt-4.1,PSEUDO,RAW,118,yes,yes,0,0
gpt-4.1,PSEUDO,RAW,119,no,,1,0
gpt-4.1,PSEUDO,RAW,130,no,no,1,1
gpt-4.1,PSEUDO,RAW,132,no,no,0,0
gpt-4.1,PSEUDO,RAW,133,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,134,yes,yes,1,1
gpt-4.1,PSEUDO,RAW,135,no,no,0,0
gpt-4.1,PSEUDO,RAW,136,no,no,1,1
gpt-4.1,PSEUDO,RAW,137,no,no,1,1
gpt-4.1,PSEUDO,RAW,145,no,no,0,0
gpt-4.1,PSEUDO,RAW,146,no,no,0,0
gpt-4.1,PSEUDO,RAW,148,no,no,0,0
gpt-4.1,PSEUDO,RAW,149,no,no,0,0
gpt-4.1,PSEUDO,RAW,150,no,no,0,0
gpt-4.1,PSEUDO,RAW,151,no,no,0,0
gpt-4.1,PSEUDO,RAW,152,no,no,1,1
gpt-4.1,PSEUDO,RAW,153,no,no,1,1
gpt-4.1,PSEUDO,RAW,154,no,no,0,0
gpt-4.1,PSEUDO,RAW,155,no,no,1,1
gpt-4.1,PSEUDO,RAW,162,no,no,1,1
gpt-4.1,PSEUDO,RAW,164,no,no,0,0
gpt-4.1,PSEUDO,RAW,167,no,no,1,1
gpt-4.1,PSEUDO,RAW,168,yes,no,0,1
gpt-4.1,PSEUDO,RAW,169,no,no,1,1
gpt-4.1,PSEUDO,RAW,170,no,no,1,1
gpt-4.1,PSEUDO,RAW,171,no,no,1,1
gpt-4.1,PSEUDO,RAW,172,no,no,1,1
gpt-4.1,PSEUDO,RAW,173,yes,no,0,1
