model,item,cond,graph_id,rung,query_type,story_id,lexicon,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-nano,284,ED_k2,diamondcut,3,det-counterfactual,firing_employee,PSEUDO,no,no,1,1,137,419,
gpt-4.1-nano,283,FE_k2,diamondcut,3,ett,firing_employee,PSEUDO,yes,no,0,1,286,700,
gpt-4.1-nano,285,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,110,582,
gpt-4.1-nano,285,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,159,700,
gpt-4.1-nano,286,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,110,238,
gpt-4.1-nano,285,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,159,700,
gpt-4.1-nano,285,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,144,700,
gpt-4.1-nano,286,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,161,456,
gpt-4.1-nano,285,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,158,700,
gpt-4.1-nano,285,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,146,700,
gpt-4.1-nano,285,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,165,700,
gpt-4.1-nano,285,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,156,700,
gpt-4.1-nano,285,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,136,372,
gpt-4.1-nano,286,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,160,373,
gpt-4.1-nano,286,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,158,332,
gpt-4.1-nano,286,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,161,521,
gpt-4.1-nano,285,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,162,700,
gpt-4.1-nano,286,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,146,512,
gpt-4.1-nano,286,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,160,469,
gpt-4.1-nano,286,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,137,391,
gpt-4.1-nano,287,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,yes,1,1,110,384,
gpt-4.1-nano,286,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,148,308,
gpt-4.1-nano,286,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,164,453,
gpt-4.1-nano,287,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,yes,1,1,145,474,
gpt-4.1-nano,286,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,168,448,
gpt-4.1-nano,285,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,158,700,
gpt-4.1-nano,287,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,yes,1,1,157,446,
gpt-4.1-nano,287,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,yes,1,1,136,390,
gpt-4.1-nano,288,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,111,235,
gpt-4.1-nano,287,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,,0,0,160,700,
gpt-4.1-nano,288,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,145,302,
gpt-4.1-nano,287,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,146,700,
gpt-4.1-nano,287,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,152,700,
gpt-4.1-nano,287,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,159,700,
gpt-4.1-nano,288,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,160,340,
gpt-4.1-nano,287,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,163,700,
gpt-4.1-nano,288,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,160,442,
gpt-4.1-nano,288,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,160,348,
gpt-4.1-nano,288,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,150,323,
gpt-4.1-nano,287,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,166,700,
gpt-4.1-nano,288,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,136,334,
gpt-4.1-nano,288,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,146,350,
gpt-4.1-nano,288,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,152,421,
gpt-4.1-nano,288,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,163,359,
gpt-4.1-nano,287,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,yes,1,1,152,681,
gpt-4.1-nano,288,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,166,379,
gpt-4.1-nano,289,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,142,501,
gpt-4.1-nano,289,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,152,700,
gpt-4.1-nano,289,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,167,700,
gpt-4.1-nano,289,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,115,681,
gpt-4.1-nano,289,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,160,700,
gpt-4.1-nano,289,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,166,700,
gpt-4.1-nano,290,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,111,620,
gpt-4.1-nano,289,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,157,700,
gpt-4.1-nano,290,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,146,550,
gpt-4.1-nano,289,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,167,700,
gpt-4.1-nano,289,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,152,700,
gpt-4.1-nano,289,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,171,700,
gpt-4.1-nano,289,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,174,700,
gpt-4.1-nano,290,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,162,635,
gpt-4.1-nano,290,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,162,529,
gpt-4.1-nano,290,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,154,563,
gpt-4.1-nano,291,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,118,357,
gpt-4.1-nano,291,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,156,435,
gpt-4.1-nano,291,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,160,386,
gpt-4.1-nano,291,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,171,384,
gpt-4.1-nano,290,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,162,700,
gpt-4.1-nano,291,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,163,440,
gpt-4.1-nano,291,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,171,472,
gpt-4.1-nano,290,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,168,700,
gpt-4.1-nano,291,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,156,474,
gpt-4.1-nano,291,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,144,518,
gpt-4.1-nano,291,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,171,474,
gpt-4.1-nano,290,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,137,558,
gpt-4.1-nano,291,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,175,483,
gpt-4.1-nano,291,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,yes,0,1,178,414,
gpt-4.1-nano,290,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,148,700,
gpt-4.1-nano,292,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,114,203,
gpt-4.1-nano,290,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,165,681,
gpt-4.1-nano,292,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,140,261,
gpt-4.1-nano,292,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,150,557,
gpt-4.1-nano,290,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,151,700,
gpt-4.1-nano,293,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,110,233,
gpt-4.1-nano,293,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,152,419,
gpt-4.1-nano,293,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,161,465,
gpt-4.1-nano,293,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,146,423,
gpt-4.1-nano,292,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,164,700,
gpt-4.1-nano,292,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,165,700,
gpt-4.1-nano,292,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,154,700,
gpt-4.1-nano,292,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,152,700,
gpt-4.1-nano,292,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,173,660,
gpt-4.1-nano,293,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,158,520,
gpt-4.1-nano,293,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,135,402,
gpt-4.1-nano,293,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,161,485,
gpt-4.1-nano,293,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,165,470,
gpt-4.1-nano,293,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,168,447,
gpt-4.1-nano,293,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,147,535,
gpt-4.1-nano,292,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,170,700,
gpt-4.1-nano,292,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,166,700,
gpt-4.1-nano,292,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,159,700,
gpt-4.1-nano,294,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,111,418,
gpt-4.1-nano,294,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,145,700,
gpt-4.1-nano,294,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,160,700,
gpt-4.1-nano,293,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,161,431,
gpt-4.1-nano,294,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,161,548,
gpt-4.1-nano,294,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,154,498,
gpt-4.1-nano,294,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,136,649,
gpt-4.1-nano,295,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,111,228,
gpt-4.1-nano,294,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,157,700,
gpt-4.1-nano,295,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,yes,0,1,145,369,
gpt-4.1-nano,294,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,161,700,
gpt-4.1-nano,295,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,153,369,
gpt-4.1-nano,295,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,160,295,
gpt-4.1-nano,295,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,161,521,
gpt-4.1-nano,295,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,137,356,
gpt-4.1-nano,294,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,147,700,
gpt-4.1-nano,295,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,166,296,
gpt-4.1-nano,295,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,161,432,
gpt-4.1-nano,296,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,110,451,
gpt-4.1-nano,295,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,163,330,
gpt-4.1-nano,295,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,147,546,
gpt-4.1-nano,295,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,150,382,
gpt-4.1-nano,294,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,163,700,
gpt-4.1-nano,294,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,166,678,
gpt-4.1-nano,296,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,144,700,
gpt-4.1-nano,296,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,159,700,
gpt-4.1-nano,296,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,159,593,
gpt-4.1-nano,296,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,156,619,
gpt-4.1-nano,296,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,158,700,
gpt-4.1-nano,296,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,135,550,
gpt-4.1-nano,296,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,159,700,
gpt-4.1-nano,296,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,145,509,
gpt-4.1-nano,297,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,162,700,
gpt-4.1-nano,296,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,165,636,
gpt-4.1-nano,296,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,162,700,
gpt-4.1-nano,297,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,161,700,
gpt-4.1-nano,297,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,146,655,
gpt-4.1-nano,297,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,111,700,
gpt-4.1-nano,297,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,161,700,
gpt-4.1-nano,297,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,149,700,
gpt-4.1-nano,297,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,136,470,
gpt-4.1-nano,297,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,162,658,
gpt-4.1-nano,298,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,113,183,
gpt-4.1-nano,297,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,yes,0,1,147,684,
gpt-4.1-nano,298,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,150,360,
gpt-4.1-nano,298,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,164,448,
gpt-4.1-nano,299,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,111,243,
gpt-4.1-nano,297,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,167,700,
gpt-4.1-nano,298,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,165,570,
gpt-4.1-nano,298,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,,0,0,150,700,
gpt-4.1-nano,297,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,164,700,
gpt-4.1-nano,298,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,139,387,
gpt-4.1-nano,298,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,165,538,
gpt-4.1-nano,298,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,156,537,
gpt-4.1-nano,298,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,154,460,
gpt-4.1-nano,298,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,172,634,
gpt-4.1-nano,299,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,154,411,
gpt-4.1-nano,298,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,169,434,
gpt-4.1-nano,299,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,162,454,
gpt-4.1-nano,299,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,147,582,
gpt-4.1-nano,299,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,162,506,
gpt-4.1-nano,300,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,160,337,
gpt-4.1-nano,299,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,155,420,
gpt-4.1-nano,300,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,110,238,
gpt-4.1-nano,299,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,151,438,
gpt-4.1-nano,299,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,137,409,
gpt-4.1-nano,299,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,165,424,
gpt-4.1-nano,299,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,148,424,
gpt-4.1-nano,300,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,144,383,
gpt-4.1-nano,300,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,157,474,
gpt-4.1-nano,300,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,160,401,
gpt-4.1-nano,299,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,168,538,
gpt-4.1-nano,300,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,160,438,
gpt-4.1-nano,300,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,166,401,
gpt-4.1-nano,300,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,160,487,
gpt-4.1-nano,300,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,136,471,
gpt-4.1-nano,300,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,147,350,
gpt-4.1-nano,301,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,112,700,
gpt-4.1-nano,300,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,yes,yes,1,1,163,492,
gpt-4.1-nano,301,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,139,700,
gpt-4.1-nano,302,RAW,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,111,447,
gpt-4.1-nano,301,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,163,700,
gpt-4.1-nano,301,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,,0,0,149,700,
gpt-4.1-nano,301,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,,0,0,164,700,
gpt-4.1-nano,302,PROSE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,,0,0,145,700,
gpt-4.1-nano,301,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,154,700,
gpt-4.1-nano,301,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,,0,0,164,700,
gpt-4.1-nano,301,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,,0,0,161,700,
gpt-4.1-nano,301,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,,0,0,170,700,
gpt-4.1-nano,301,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,,0,0,167,700,
gpt-4.1-nano,302,ORACLE,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,160,700,
gpt-4.1-nano,302,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,147,700,
gpt-4.1-nano,302,DR_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,160,700,
gpt-4.1-nano,303,RAW,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,110,320,
gpt-4.1-nano,302,ED_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,150,700,
gpt-4.1-nano,302,FE_k1,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,163,700,
gpt-4.1-nano,303,PROSE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,145,381,
gpt-4.1-nano,302,DR_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,159,700,
gpt-4.1-nano,302,ED_k3,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,137,700,
gpt-4.1-nano,303,DR_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,152,402,
gpt-4.1-nano,303,ED_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,157,450,
gpt-4.1-nano,302,DR_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,160,698,
gpt-4.1-nano,302,FE_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,no,no,1,1,166,700,
gpt-4.1-nano,303,ORACLE,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,160,653,
gpt-4.1-nano,301,ED_k2,frontdoor,1,marginal,smoking_frontdoor,PSEUDO,yes,no,0,1,150,700,
gpt-4.1-nano,303,ED_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,146,405,
gpt-4.1-nano,303,DR_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,161,476,
gpt-4.1-nano,303,ED_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,136,349,
gpt-4.1-nano,303,FE_k1,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,164,418,
gpt-4.1-nano,303,FE_k2,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,167,423,
gpt-4.1-nano,304,PROSE,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,221,700,
gpt-4.1-nano,303,DR_k3,frontdoor,1,correlation,smoking_frontdoor,PSEUDO,no,no,1,1,160,508,
gpt-4.1-nano,304,ED_k2,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,223,464,
gpt-4.1-nano,304,ORACLE,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,236,700,
gpt-4.1-nano,305,PROSE,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,219,543,
gpt-4.1-nano,304,ED_k3,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,yes,0,1,211,441,
gpt-4.1-nano,304,DR_k1,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,229,700,
gpt-4.1-nano,305,DR_k1,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,234,524,
gpt-4.1-nano,304,RAW,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,185,700,
gpt-4.1-nano,305,ORACLE,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,234,700,
gpt-4.1-nano,305,DR_k3,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,234,559,
gpt-4.1-nano,306,PROSE,frontdoor,2,backadj,smoking_frontdoor,PSEUDO,no,no,1,1,164,3,
gpt-4.1-nano,306,RAW,frontdoor,2,backadj,smoking_frontdoor,PSEUDO,no,no,1,1,127,3,
gpt-4.1-nano,304,FE_k2,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,243,700,
gpt-4.1-nano,304,ED_k1,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,226,700,
gpt-4.1-nano,304,FE_k1,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,240,700,
gpt-4.1-nano,304,DR_k3,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,235,700,
gpt-4.1-nano,304,DR_k2,frontdoor,2,ate,smoking_frontdoor,PSEUDO,no,no,1,1,236,700,
