item,family,query_type,cond,arm,k,estimand_unchanged,touches_causal_path,strict_unchanged,unchanged_qt
59,arrowhead,marginal,ED_k3,ED,3,True,True,False,True
59,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
60,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
60,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
60,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
60,arrowhead,marginal,ED_k1,ED,1,False,True,False,False
60,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
60,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
60,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
61,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
61,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
61,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
61,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
61,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
61,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
61,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
62,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
62,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
62,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
62,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
62,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
62,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
62,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
63,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
63,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
63,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
63,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
63,arrowhead,marginal,ED_k2,ED,2,True,False,True,True
63,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
63,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
64,arrowhead,correlation,DR_k1,DR,1,True,True,False,True
64,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
64,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
64,arrowhead,correlation,ED_k1,ED,1,True,True,False,True
64,arrowhead,correlation,ED_k2,ED,2,True,True,False,True
64,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
64,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
65,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
65,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
65,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
65,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
65,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
65,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
65,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
66,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
66,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
66,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
66,arrowhead,correlation,ED_k1,ED,1,True,True,False,True
66,arrowhead,correlation,ED_k2,ED,2,True,False,True,True
66,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
66,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
67,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
67,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
67,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
67,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
67,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
67,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
67,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
68,arrowhead,correlation,DR_k1,DR,1,True,True,False,True
68,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
68,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
68,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
68,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
68,arrowhead,correlation,ED_k3,ED,3,True,True,False,True
68,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
69,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
69,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
69,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
69,arrowhead,marginal,ED_k1,ED,1,True,True,False,True
69,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
69,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
69,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
70,arrowhead,correlation,DR_k1,DR,1,True,True,False,True
70,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
70,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
70,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
70,arrowhead,correlation,ED_k2,ED,2,True,True,False,True
70,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
70,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
71,arrowhead,correlation,DR_k1,DR,1,True,True,False,True
71,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
71,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
71,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
71,arrowhead,correlation,ED_k2,ED,2,True,False,True,True
71,arrowhead,correlation,ED_k3,ED,3,True,True,False,True
71,arrowhead,correlation,FE_k1,FE,1,False,True,False,False
72,arrowhead,correlation,DR_k1,DR,1,True,True,False,True
72,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
72,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
72,arrowhead,correlation,ED_k1,ED,1,False,True,False,False
72,arrowhead,correlation,ED_k2,ED,2,True,True,False,True
72,arrowhead,correlation,ED_k3,ED,3,True,True,False,True
72,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
73,arrowhead,marginal,DR_k1,DR,1,False,True,False,False
73,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
73,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
73,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
73,arrowhead,marginal,ED_k2,ED,2,True,True,False,True
73,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
73,arrowhead,marginal,FE_k1,FE,1,False,True,False,False
74,arrowhead,correlation,DR_k1,DR,1,False,True,False,False
74,arrowhead,correlation,DR_k2,DR,2,False,True,False,False
74,arrowhead,correlation,DR_k3,DR,3,False,True,False,False
74,arrowhead,correlation,ED_k1,ED,1,True,False,True,True
74,arrowhead,correlation,ED_k2,ED,2,False,True,False,False
74,arrowhead,correlation,ED_k3,ED,3,False,True,False,False
74,arrowhead,correlation,FE_k1,FE,1,False,False,False,False
75,arrowhead,marginal,DR_k1,DR,1,True,True,False,True
75,arrowhead,marginal,DR_k2,DR,2,False,True,False,False
75,arrowhead,marginal,DR_k3,DR,3,False,True,False,False
75,arrowhead,marginal,ED_k1,ED,1,True,False,True,True
75,arrowhead,marginal,ED_k2,ED,2,False,True,False,False
75,arrowhead,marginal,ED_k3,ED,3,False,True,False,False
75,arrowhead,marginal,FE_k1,FE,1,False,False,False,False
76,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
76,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
76,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
76,arrowhead,backadj,ED_k1,ED,1,True,False,True,True
76,arrowhead,backadj,ED_k2,ED,2,True,True,False,True
76,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
76,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
77,arrowhead,backadj,DR_k1,DR,1,True,True,False,True
77,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
77,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
77,arrowhead,backadj,ED_k1,ED,1,True,False,True,True
77,arrowhead,backadj,ED_k2,ED,2,True,True,False,True
77,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
77,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
78,arrowhead,backadj,DR_k1,DR,1,True,True,False,True
78,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
78,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
78,arrowhead,backadj,ED_k1,ED,1,True,False,True,True
78,arrowhead,backadj,ED_k2,ED,2,True,True,False,True
78,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
78,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
79,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
79,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
79,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
79,arrowhead,backadj,ED_k1,ED,1,False,True,False,False
79,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
79,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
79,arrowhead,backadj,FE_k1,FE,1,False,True,False,False
80,arrowhead,ate,DR_k1,DR,1,False,True,False,False
80,arrowhead,ate,DR_k2,DR,2,False,True,False,False
80,arrowhead,ate,DR_k3,DR,3,False,True,False,False
80,arrowhead,ate,ED_k1,ED,1,True,False,True,True
80,arrowhead,ate,ED_k2,ED,2,False,True,False,False
80,arrowhead,ate,ED_k3,ED,3,True,True,False,True
80,arrowhead,ate,FE_k1,FE,1,False,True,False,False
81,arrowhead,ate,DR_k1,DR,1,False,True,False,False
81,arrowhead,ate,DR_k2,DR,2,False,True,False,False
81,arrowhead,ate,DR_k3,DR,3,False,True,False,False
81,arrowhead,ate,ED_k1,ED,1,True,False,True,True
81,arrowhead,ate,ED_k2,ED,2,False,True,False,False
81,arrowhead,ate,ED_k3,ED,3,False,True,False,False
81,arrowhead,ate,FE_k1,FE,1,False,False,False,False
82,arrowhead,ate,DR_k1,DR,1,True,True,False,True
82,arrowhead,ate,DR_k2,DR,2,False,True,False,False
82,arrowhead,ate,DR_k3,DR,3,False,True,False,False
82,arrowhead,ate,ED_k1,ED,1,True,False,True,True
82,arrowhead,ate,ED_k2,ED,2,True,True,False,True
82,arrowhead,ate,ED_k3,ED,3,False,True,False,False
82,arrowhead,ate,FE_k1,FE,1,False,True,False,False
83,arrowhead,ate,DR_k1,DR,1,False,True,False,False
83,arrowhead,ate,DR_k2,DR,2,False,True,False,False
83,arrowhead,ate,DR_k3,DR,3,False,True,False,False
83,arrowhead,ate,ED_k1,ED,1,True,False,True,True
83,arrowhead,ate,ED_k2,ED,2,True,True,False,True
83,arrowhead,ate,ED_k3,ED,3,True,True,False,True
83,arrowhead,ate,FE_k1,FE,1,False,False,False,False
84,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
84,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
84,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
84,arrowhead,backadj,ED_k1,ED,1,True,False,True,True
84,arrowhead,backadj,ED_k2,ED,2,True,False,True,True
84,arrowhead,backadj,ED_k3,ED,3,True,True,False,True
84,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
85,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
85,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
85,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
85,arrowhead,backadj,ED_k1,ED,1,False,True,False,False
85,arrowhead,backadj,ED_k2,ED,2,True,True,False,True
85,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
85,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
86,arrowhead,ate,DR_k1,DR,1,True,True,False,True
86,arrowhead,ate,DR_k2,DR,2,False,True,False,False
86,arrowhead,ate,DR_k3,DR,3,False,True,False,False
86,arrowhead,ate,ED_k1,ED,1,True,True,False,True
86,arrowhead,ate,ED_k2,ED,2,True,True,False,True
86,arrowhead,ate,ED_k3,ED,3,False,True,False,False
86,arrowhead,ate,FE_k1,FE,1,False,True,False,False
87,arrowhead,ate,DR_k1,DR,1,False,True,False,False
87,arrowhead,ate,DR_k2,DR,2,False,True,False,False
87,arrowhead,ate,DR_k3,DR,3,False,True,False,False
87,arrowhead,ate,ED_k1,ED,1,True,True,False,True
87,arrowhead,ate,ED_k2,ED,2,False,True,False,False
87,arrowhead,ate,ED_k3,ED,3,False,True,False,False
87,arrowhead,ate,FE_k1,FE,1,False,True,False,False
88,arrowhead,ate,DR_k1,DR,1,True,True,False,True
88,arrowhead,ate,DR_k2,DR,2,False,True,False,False
88,arrowhead,ate,DR_k3,DR,3,False,True,False,False
88,arrowhead,ate,ED_k1,ED,1,False,True,False,False
88,arrowhead,ate,ED_k2,ED,2,False,True,False,False
88,arrowhead,ate,ED_k3,ED,3,False,True,False,False
88,arrowhead,ate,FE_k1,FE,1,False,True,False,False
89,arrowhead,ate,DR_k1,DR,1,False,True,False,False
89,arrowhead,ate,DR_k2,DR,2,False,True,False,False
89,arrowhead,ate,DR_k3,DR,3,False,True,False,False
89,arrowhead,ate,ED_k1,ED,1,True,False,True,True
89,arrowhead,ate,ED_k2,ED,2,False,True,False,False
89,arrowhead,ate,ED_k3,ED,3,False,True,False,False
89,arrowhead,ate,FE_k1,FE,1,False,False,False,False
90,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
90,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
90,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
90,arrowhead,backadj,ED_k1,ED,1,False,True,False,False
90,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
90,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
90,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
91,arrowhead,ate,DR_k1,DR,1,False,True,False,False
91,arrowhead,ate,DR_k2,DR,2,False,True,False,False
91,arrowhead,ate,DR_k3,DR,3,False,True,False,False
91,arrowhead,ate,ED_k1,ED,1,True,True,False,True
91,arrowhead,ate,ED_k2,ED,2,True,True,False,True
91,arrowhead,ate,ED_k3,ED,3,True,True,False,True
91,arrowhead,ate,FE_k1,FE,1,False,False,False,False
92,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
92,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
92,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
92,arrowhead,backadj,ED_k1,ED,1,True,False,True,True
92,arrowhead,backadj,ED_k2,ED,2,True,True,False,True
92,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
92,arrowhead,backadj,FE_k1,FE,1,False,False,False,False
93,arrowhead,backadj,DR_k1,DR,1,False,True,False,False
93,arrowhead,backadj,DR_k2,DR,2,False,True,False,False
93,arrowhead,backadj,DR_k3,DR,3,False,True,False,False
93,arrowhead,backadj,ED_k1,ED,1,False,True,False,False
93,arrowhead,backadj,ED_k2,ED,2,False,True,False,False
93,arrowhead,backadj,ED_k3,ED,3,False,True,False,False
93,arrowhead,backadj,FE_k1,FE,1,False,True,False,False
94,arrowhead,ate,DR_k1,DR,1,False,True,False,False
94,arrowhead,ate,DR_k2,DR,2,False,True,False,False
94,arrowhead,ate,DR_k3,DR,3,False,True,False,False
94,arrowhead,ate,ED_k1,ED,1,True,False,True,True
94,arrowhead,ate,ED_k2,ED,2,True,True,False,True
94,arrowhead,ate,ED_k3,ED,3,False,True,False,False
94,arrowhead,ate,FE_k1,FE,1,False,False,False,False
95,arrowhead,nde,DR_k1,DR,1,False,True,False,False
95,arrowhead,nde,DR_k2,DR,2,False,True,False,False
95,arrowhead,nde,DR_k3,DR,3,False,True,False,False
95,arrowhead,nde,ED_k1,ED,1,False,True,False,False
95,arrowhead,nde,ED_k2,ED,2,True,False,True,True
95,arrowhead,nde,ED_k3,ED,3,False,True,False,False
95,arrowhead,nde,FE_k1,FE,1,False,False,False,False
96,arrowhead,ett,DR_k1,DR,1,True,True,False,True
96,arrowhead,ett,DR_k2,DR,2,False,True,False,False
96,arrowhead,ett,DR_k3,DR,3,False,True,False,False
96,arrowhead,ett,ED_k1,ED,1,False,True,False,False
96,arrowhead,ett,ED_k2,ED,2,True,True,False,True
96,arrowhead,ett,ED_k3,ED,3,False,True,False,False
96,arrowhead,ett,FE_k1,FE,1,False,False,False,False
97,arrowhead,nde,DR_k1,DR,1,False,True,False,False
97,arrowhead,nde,DR_k2,DR,2,False,True,False,False
97,arrowhead,nde,DR_k3,DR,3,False,True,False,False
97,arrowhead,nde,ED_k1,ED,1,True,True,False,False
97,arrowhead,nde,ED_k2,ED,2,True,True,False,False
97,arrowhead,nde,ED_k3,ED,3,False,True,False,False
97,arrowhead,nde,FE_k1,FE,1,False,False,False,False
98,arrowhead,ett,DR_k1,DR,1,True,True,False,True
98,arrowhead,ett,DR_k2,DR,2,False,True,False,False
98,arrowhead,ett,DR_k3,DR,3,False,True,False,False
98,arrowhead,ett,ED_k1,ED,1,True,True,False,True
98,arrowhead,ett,ED_k2,ED,2,False,True,False,False
98,arrowhead,ett,ED_k3,ED,3,False,True,False,False
98,arrowhead,ett,FE_k1,FE,1,False,False,False,False
99,arrowhead,ett,DR_k1,DR,1,True,True,False,True
99,arrowhead,ett,DR_k2,DR,2,False,True,False,False
99,arrowhead,ett,DR_k3,DR,3,False,True,False,False
99,arrowhead,ett,ED_k1,ED,1,True,False,True,True
99,arrowhead,ett,ED_k2,ED,2,True,True,False,True
99,arrowhead,ett,ED_k3,ED,3,False,True,False,False
99,arrowhead,ett,FE_k1,FE,1,False,False,False,False
100,arrowhead,nie,DR_k1,DR,1,False,True,False,False
100,arrowhead,nie,DR_k2,DR,2,False,True,False,False
100,arrowhead,nie,DR_k3,DR,3,False,True,False,False
100,arrowhead,nie,ED_k1,ED,1,True,False,True,True
100,arrowhead,nie,ED_k2,ED,2,True,False,True,True
100,arrowhead,nie,ED_k3,ED,3,True,True,False,False
100,arrowhead,nie,FE_k1,FE,1,False,True,False,False
101,arrowhead,det-counterfactual,DR_k1,DR,1,True,True,False,False
101,arrowhead,det-counterfactual,DR_k2,DR,2,False,True,False,False
101,arrowhead,det-counterfactual,DR_k3,DR,3,False,True,False,False
101,arrowhead,det-counterfactual,ED_k1,ED,1,True,False,True,True
101,arrowhead,det-counterfactual,ED_k2,ED,2,True,True,False,False
101,arrowhead,det-counterfactual,ED_k3,ED,3,True,True,False,False
101,arrowhead,det-counterfactual,FE_k1,FE,1,False,False,False,False
102,arrowhead,det-counterfactual,DR_k1,DR,1,True,True,False,False
102,arrowhead,det-counterfactual,DR_k2,DR,2,False,True,False,False
102,arrowhead,det-counterfactual,DR_k3,DR,3,False,True,False,False
102,arrowhead,det-counterfactual,ED_k1,ED,1,True,False,True,True
102,arrowhead,det-counterfactual,ED_k2,ED,2,False,True,False,False
102,arrowhead,det-counterfactual,ED_k3,ED,3,True,True,False,False
102,arrowhead,det-counterfactual,FE_k1,FE,1,False,True,False,False
103,arrowhead,nie,DR_k1,DR,1,False,True,False,False
103,arrowhead,nie,DR_k2,DR,2,False,True,False,False
103,arrowhead,nie,DR_k3,DR,3,False,True,False,False
103,arrowhead,nie,ED_k1,ED,1,True,True,False,False
103,arrowhead,nie,ED_k2,ED,2,True,True,False,False
103,arrowhead,nie,ED_k3,ED,3,True,True,False,False
103,arrowhead,nie,FE_k1,FE,1,False,False,False,False
104,arrowhead,ett,DR_k1,DR,1,True,True,False,True
104,arrowhead,ett,DR_k2,DR,2,False,True,False,False
104,arrowhead,ett,DR_k3,DR,3,False,True,False,False
104,arrowhead,ett,ED_k1,ED,1,True,True,False,True
104,arrowhead,ett,ED_k2,ED,2,False,True,False,False
104,arrowhead,ett,ED_k3,ED,3,False,True,False,False
104,arrowhead,ett,FE_k1,FE,1,False,True,False,False
105,arrowhead,nde,DR_k1,DR,1,True,True,False,False
105,arrowhead,nde,DR_k2,DR,2,False,True,False,False
105,arrowhead,nde,DR_k3,DR,3,False,True,False,False
105,arrowhead,nde,ED_k1,ED,1,True,False,True,True
105,arrowhead,nde,ED_k2,ED,2,True,True,False,False
105,arrowhead,nde,ED_k3,ED,3,False,True,False,False
105,arrowhead,nde,FE_k1,FE,1,False,True,False,False
106,arrowhead,ett,DR_k1,DR,1,False,True,False,False
106,arrowhead,ett,DR_k2,DR,2,False,True,False,False
106,arrowhead,ett,DR_k3,DR,3,False,True,False,False
106,arrowhead,ett,ED_k1,ED,1,True,False,True,True
106,arrowhead,ett,ED_k2,ED,2,True,True,False,True
106,arrowhead,ett,ED_k3,ED,3,False,True,False,False
106,arrowhead,ett,FE_k1,FE,1,False,False,False,False
107,arrowhead,nie,DR_k1,DR,1,False,True,False,False
107,arrowhead,nie,DR_k2,DR,2,False,True,False,False
107,arrowhead,nie,DR_k3,DR,3,False,True,False,False
107,arrowhead,nie,ED_k1,ED,1,True,True,False,False
107,arrowhead,nie,ED_k2,ED,2,True,True,False,False
107,arrowhead,nie,ED_k3,ED,3,False,True,False,False
107,arrowhead,nie,FE_k1,FE,1,False,True,False,False
108,arrowhead,nde,DR_k1,DR,1,False,True,False,False
108,arrowhead,nde,DR_k2,DR,2,False,True,False,False
108,arrowhead,nde,DR_k3,DR,3,False,True,False,False
108,arrowhead,nde,ED_k1,ED,1,True,False,True,True
108,arrowhead,nde,ED_k2,ED,2,True,True,False,False
108,arrowhead,nde,ED_k3,ED,3,True,True,False,False
108,arrowhead,nde,FE_k1,FE,1,False,True,False,False
109,arrowhead,ett,DR_k1,DR,1,False,True,False,False
109,arrowhead,ett,DR_k2,DR,2,False,True,False,False
109,arrowhead,ett,DR_k3,DR,3,False,True,False,False
109,arrowhead,ett,ED_k1,ED,1,True,False,True,True
109,arrowhead,ett,ED_k2,ED,2,False,True,False,False
109,arrowhead,ett,ED_k3,ED,3,True,True,False,True
109,arrowhead,ett,FE_k1,FE,1,False,False,False,False
110,arrowhead,ett,DR_k1,DR,1,False,True,False,False
110,arrowhead,ett,DR_k2,DR,2,False,True,False,False
110,arrowhead,ett,DR_k3,DR,3,False,True,False,False
110,arrowhead,ett,ED_k1,ED,1,True,False,True,True
110,arrowhead,ett,ED_k2,ED,2,False,True,False,False
110,arrowhead,ett,ED_k3,ED,3,True,True,False,True
110,arrowhead,ett,FE_k1,FE,1,False,True,False,False
111,arrowhead,nde,DR_k1,DR,1,False,True,False,False
111,arrowhead,nde,DR_k2,DR,2,False,True,False,False
111,arrowhead,nde,DR_k3,DR,3,False,True,False,False
111,arrowhead,nde,ED_k1,ED,1,True,True,False,False
111,arrowhead,nde,ED_k2,ED,2,True,True,False,False
111,arrowhead,nde,ED_k3,ED,3,False,True,False,False
111,arrowhead,nde,FE_k1,FE,1,False,False,False,False
112,arrowhead,nde,DR_k1,DR,1,False,True,False,False
112,arrowhead,nde,DR_k2,DR,2,False,True,False,False
112,arrowhead,nde,DR_k3,DR,3,False,True,False,False
112,arrowhead,nde,ED_k1,ED,1,True,False,True,True
112,arrowhead,nde,ED_k2,ED,2,False,True,False,False
112,arrowhead,nde,ED_k3,ED,3,False,True,False,False
112,arrowhead,nde,FE_k1,FE,1,False,False,False,False
113,arrowhead,nde,DR_k1,DR,1,True,True,False,False
113,arrowhead,nde,DR_k2,DR,2,False,True,False,False
113,arrowhead,nde,DR_k3,DR,3,False,True,False,False
113,arrowhead,nde,ED_k1,ED,1,False,True,False,False
113,arrowhead,nde,ED_k2,ED,2,True,False,True,True
113,arrowhead,nde,ED_k3,ED,3,False,True,False,False
113,arrowhead,nde,FE_k1,FE,1,False,True,False,False
114,confounding,correlation,DR_k1,DR,1,False,True,False,False
114,confounding,correlation,DR_k2,DR,2,False,True,False,False
114,confounding,correlation,DR_k3,DR,3,False,True,False,False
114,confounding,correlation,ED_k1,ED,1,False,False,False,False
114,confounding,correlation,ED_k2,ED,2,False,True,False,False
114,confounding,correlation,ED_k3,ED,3,False,True,False,False
115,confounding,marginal,DR_k1,DR,1,False,True,False,False
115,confounding,marginal,DR_k2,DR,2,False,True,False,False
115,confounding,marginal,DR_k3,DR,3,False,True,False,False
115,confounding,marginal,ED_k1,ED,1,False,False,False,False
115,confounding,marginal,ED_k2,ED,2,False,False,False,False
115,confounding,marginal,ED_k3,ED,3,False,True,False,False
116,confounding,marginal,DR_k1,DR,1,False,True,False,False
116,confounding,marginal,DR_k2,DR,2,False,True,False,False
116,confounding,marginal,DR_k3,DR,3,False,True,False,False
116,confounding,marginal,ED_k1,ED,1,False,False,False,False
116,confounding,marginal,ED_k2,ED,2,False,True,False,False
116,confounding,marginal,ED_k3,ED,3,False,True,False,False
117,confounding,marginal,DR_k1,DR,1,False,True,False,False
117,confounding,marginal,DR_k2,DR,2,False,True,False,False
117,confounding,marginal,DR_k3,DR,3,False,True,False,False
117,confounding,marginal,ED_k1,ED,1,False,True,False,False
117,confounding,marginal,ED_k2,ED,2,False,False,False,False
117,confounding,marginal,ED_k3,ED,3,False,True,False,False
118,confounding,correlation,DR_k1,DR,1,False,True,False,False
118,confounding,correlation,DR_k2,DR,2,False,True,False,False
118,confounding,correlation,DR_k3,DR,3,False,True,False,False
118,confounding,correlation,ED_k1,ED,1,False,False,False,False
118,confounding,correlation,ED_k2,ED,2,False,True,False,False
118,confounding,correlation,ED_k3,ED,3,False,True,False,False
119,confounding,correlation,DR_k1,DR,1,False,True,False,False
119,confounding,correlation,DR_k2,DR,2,False,True,False,False
119,confounding,correlation,DR_k3,DR,3,False,True,False,False
119,confounding,correlation,ED_k1,ED,1,False,False,False,False
119,confounding,correlation,ED_k2,ED,2,False,True,False,False
119,confounding,correlation,ED_k3,ED,3,False,True,False,False
120,confounding,correlation,DR_k1,DR,1,False,True,False,False
120,confounding,correlation,DR_k2,DR,2,False,True,False,False
120,confounding,correlation,DR_k3,DR,3,False,True,False,False
120,confounding,correlation,ED_k1,ED,1,False,False,False,False
120,confounding,correlation,ED_k2,ED,2,False,True,False,False
120,confounding,correlation,ED_k3,ED,3,False,True,False,False
121,confounding,correlation,DR_k1,DR,1,False,True,False,False
121,confounding,correlation,DR_k2,DR,2,False,True,False,False
121,confounding,correlation,DR_k3,DR,3,False,True,False,False
121,confounding,correlation,ED_k1,ED,1,False,False,False,False
121,confounding,correlation,ED_k2,ED,2,False,True,False,False
121,confounding,correlation,ED_k3,ED,3,False,True,False,False
122,confounding,marginal,DR_k1,DR,1,False,True,False,False
122,confounding,marginal,DR_k2,DR,2,False,True,False,False
122,confounding,marginal,DR_k3,DR,3,False,True,False,False
122,confounding,marginal,ED_k1,ED,1,False,False,False,False
122,confounding,marginal,ED_k2,ED,2,False,True,False,False
122,confounding,marginal,ED_k3,ED,3,False,True,False,False
123,confounding,correlation,DR_k1,DR,1,False,True,False,False
123,confounding,correlation,DR_k2,DR,2,False,True,False,False
123,confounding,correlation,DR_k3,DR,3,False,True,False,False
123,confounding,correlation,ED_k1,ED,1,False,False,False,False
123,confounding,correlation,ED_k2,ED,2,False,True,False,False
123,confounding,correlation,ED_k3,ED,3,False,True,False,False
124,confounding,correlation,DR_k1,DR,1,False,True,False,False
124,confounding,correlation,DR_k2,DR,2,False,True,False,False
124,confounding,correlation,DR_k3,DR,3,False,True,False,False
124,confounding,correlation,ED_k1,ED,1,False,True,False,False
124,confounding,correlation,ED_k2,ED,2,False,False,False,False
124,confounding,correlation,ED_k3,ED,3,False,True,False,False
125,confounding,marginal,DR_k1,DR,1,False,True,False,False
125,confounding,marginal,DR_k2,DR,2,False,True,False,False
125,confounding,marginal,DR_k3,DR,3,False,True,False,False
125,confounding,marginal,ED_k1,ED,1,False,False,False,False
125,confounding,marginal,ED_k2,ED,2,False,True,False,False
125,confounding,marginal,ED_k3,ED,3,False,True,False,False
126,confounding,marginal,DR_k1,DR,1,False,True,False,False
126,confounding,marginal,DR_k2,DR,2,False,True,False,False
126,confounding,marginal,DR_k3,DR,3,False,True,False,False
126,confounding,marginal,ED_k1,ED,1,False,True,False,False
126,confounding,marginal,ED_k2,ED,2,False,False,False,False
126,confounding,marginal,ED_k3,ED,3,False,True,False,False
127,confounding,correlation,DR_k1,DR,1,False,True,False,False
